invoice_id,invoice_date,region,territory,customer_id,sku_id,gross_amount,discount_amount,net_revenue,currency,posting_status
INV-102232,2025-09-20,NA-West,Mountain-CO,DIST-MOUNTAIN-PARTS,SKU-2205,10003.87,344.38,9659.49,USD,POSTED
INV-102233,2025-09-20,NA-West,Mountain-CO,DIST-PACIFIC-LOGISTICS,SKU-8821,17828.68,550.93,17277.75,USD,POSTED
INV-102234,2025-09-20,NA-West,Mountain-CO,DIST-MOUNTAIN-PARTS,SKU-5520,16720.11,729.38,15990.73,USD,POSTED
INV-102235,2025-09-20,NA-West,PacificNW-WA,DIST-PACIFIC-LOGISTICS,SKU-9930,26514.45,1104.59,25409.86,USD,POSTED
INV-102236,2025-09-20,NA-West,California-LA,DIST-CAL-ENTERPRISE,SKU-5520,25059.21,1099.26,23959.95,USD,POSTED
INV-102237,2025-09-20,NA-West,PacificNW-WA,DIST-CAL-ENTERPRISE,SKU-8821,37440.24,1758.79,35681.45,USD,POSTED
INV-102238,2025-09-20,NA-West,California-LA,DIST-PACIFIC-LOGISTICS,SKU-9930,37257.38,1515.48,35741.9,USD,POSTED
INV-102239,2025-09-20,NA-West,California-LA,DIST-CAL-ENTERPRISE,SKU-5520,26442.07,1000.38,25441.69,USD,POSTED
INV-102240,2025-09-20,NA-West,PacificNW-WA,DIST-PACIFIC-LOGISTICS,SKU-4410,18651.55,865.53,17786.02,USD,POSTED
INV-102241,2025-09-21,NA-East,Mid-Atlantic-VA,DIST-TRI-STATE-OPS,SKU-8821,10560.07,391.03,10169.04,USD,POSTED
INV-102242,2025-09-21,NA-East,Mid-Atlantic-VA,DIST-COASTAL-WHOLESALE,SKU-5520,10853.4,459.23,10394.17,USD,POSTED
INV-102243,2025-09-21,NA-East,Northeast-NY,DIST-MIDATL-SUPPLY,SKU-8821,33965.93,941.51,33024.42,USD,POSTED
INV-102244,2025-09-21,NA-East,Southeast-ATL,DIST-APEX-EAST,SKU-9930,37714.52,922.15,36792.37,USD,POSTED
INV-102245,2025-09-21,NA-East,Southeast-ATL,DIST-EMPIRE-IND,SKU-4410,28463.04,915.81,27547.23,USD,POSTED
INV-102246,2025-09-21,NA-East,Northeast-NY,DIST-MIDATL-SUPPLY,SKU-2205,21369.66,628.88,20740.78,USD,POSTED
INV-102247,2025-09-21,NA-East,Mid-Atlantic-VA,DIST-COASTAL-WHOLESALE,SKU-9930,15200.1,701.08,14499.02,USD,POSTED
INV-102248,2025-09-21,NA-East,Mid-Atlantic-VA,DIST-MIDATL-SUPPLY,SKU-4410,11786.74,472.2,11314.54,USD,POSTED
INV-102249,2025-09-21,NA-East,Southeast-ATL,DIST-EMPIRE-IND,SKU-8821,26468.74,648.55,25820.19,USD,POSTED
INV-102250,2025-09-21,NA-East,Northeast-NY,DIST-TRI-STATE-OPS,SKU-9930,14285.8,438.5,13847.3,USD,POSTED
INV-102251,2025-09-21,NA-Central,Texas-DFW,DIST-TEXAS-COMMERCIAL,SKU-2205,14436.28,609.81,13826.47,USD,POSTED
INV-102252,2025-09-21,NA-Central,GreatLakes-MI,DIST-TEXAS-COMMERCIAL,SKU-8821,31405.91,1106.19,30299.72,USD,POSTED
INV-102253,2025-09-21,NA-Central,GreatLakes-MI,DIST-TEXAS-COMMERCIAL,SKU-2205,10672.45,524.16,10148.29,USD,POSTED
INV-102254,2025-09-21,NA-Central,Midwest-IL,DIST-GREATLAKES-SUPPLY,SKU-4410,9876.25,273.4,9602.85,USD,POSTED
INV-102255,2025-09-21,NA-Central,Texas-DFW,DIST-MIDWEST-DIRECT,SKU-5520,24430.63,994.06,23436.57,USD,POSTED
INV-102256,2025-09-21,NA-Central,GreatLakes-MI,DIST-MIDWEST-DIRECT,SKU-8821,28983.04,659.1,28323.94,USD,POSTED
INV-102257,2025-09-21,NA-Central,Midwest-IL,DIST-TEXAS-COMMERCIAL,SKU-9930,27714.46,988.76,26725.7,USD,POSTED
INV-102258,2025-09-21,NA-Central,Midwest-IL,DIST-MIDWEST-DIRECT,SKU-8821,38308.81,1299.75,37009.06,USD,POSTED
INV-102259,2025-09-21,NA-Central,Texas-DFW,DIST-MIDWEST-DIRECT,SKU-8821,25188.73,865.21,24323.52,USD,POSTED
INV-102260,2025-09-21,NA-West,PacificNW-WA,DIST-CAL-ENTERPRISE,SKU-8821,26057.31,988.84,25068.47,USD,POSTED
INV-102261,2025-09-21,NA-West,California-LA,DIST-MOUNTAIN-PARTS,SKU-8821,10834.35,450.7,10383.65,USD,POSTED
INV-102262,2025-09-21,NA-West,California-LA,DIST-MOUNTAIN-PARTS,SKU-8821,8228.62,226.72,8001.9,USD,POSTED
INV-102263,2025-09-21,NA-West,California-LA,DIST-MOUNTAIN-PARTS,SKU-8821,15908.67,560.29,15348.38,USD,POSTED
INV-102264,2025-09-21,NA-West,Mountain-CO,DIST-CAL-ENTERPRISE,SKU-2205,15352.48,706.49,14645.99,USD,POSTED
INV-102265,2025-09-21,NA-West,PacificNW-WA,DIST-CAL-ENTERPRISE,SKU-8821,39543.11,1157.2,38385.91,USD,POSTED
INV-102266,2025-09-21,NA-West,California-LA,DIST-PACIFIC-LOGISTICS,SKU-2205,21022.99,424.57,20598.42,USD,POSTED
INV-102267,2025-09-21,NA-West,Mountain-CO,DIST-CAL-ENTERPRISE,SKU-4410,13502.94,578.1,12924.84,USD,POSTED
INV-102268,2025-09-21,NA-West,Mountain-CO,DIST-CAL-ENTERPRISE,SKU-8821,32000.2,1252.38,30747.82,USD,POSTED
INV-102269,2025-09-22,NA-East,Southeast-ATL,DIST-MIDATL-SUPPLY,SKU-9930,32457.35,948.27,31509.08,USD,POSTED
INV-102270,2025-09-22,NA-East,Mid-Atlantic-VA,DIST-EMPIRE-IND,SKU-9930,26000.16,1054.11,24946.05,USD,POSTED
INV-102271,2025-09-22,NA-East,Northeast-NY,DIST-MIDATL-SUPPLY,SKU-4410,22051.57,544.49,21507.08,USD,POSTED
INV-102272,2025-09-22,NA-East,Mid-Atlantic-VA,DIST-MIDATL-SUPPLY,SKU-9930,39028.82,1900.75,37128.07,USD,POSTED
INV-102273,2025-09-22,NA-East,Mid-Atlantic-VA,DIST-TRI-STATE-OPS,SKU-4410,11754.36,510.05,11244.31,USD,POSTED
INV-102274,2025-09-22,NA-East,Mid-Atlantic-VA,DIST-MIDATL-SUPPLY,SKU-2205,16342.96,508.65,15834.31,USD,POSTED
INV-102275,2025-09-22,NA-East,Mid-Atlantic-VA,DIST-EMPIRE-IND,SKU-5520,33943.07,992.51,32950.56,USD,POSTED
INV-102276,2025-09-22,NA-East,Northeast-NY,DIST-COASTAL-WHOLESALE,SKU-9930,22057.28,477.74,21579.54,USD,POSTED
INV-102277,2025-09-22,NA-East,Mid-Atlantic-VA,DIST-EMPIRE-IND,SKU-5520,34236.41,1472.56,32763.85,USD,POSTED
INV-102278,2025-09-22,NA-East,Southeast-ATL,DIST-TRI-STATE-OPS,SKU-8821,12845.8,370.52,12475.28,USD,POSTED
INV-102279,2025-09-22,NA-Central,Midwest-IL,DIST-GREATLAKES-SUPPLY,SKU-4410,11203.88,411.65,10792.23,USD,POSTED
INV-102280,2025-09-22,NA-Central,Texas-DFW,DIST-MIDWEST-DIRECT,SKU-9930,45714.57,2088.79,43625.78,USD,POSTED
INV-102281,2025-09-22,NA-Central,Midwest-IL,DIST-MIDWEST-DIRECT,SKU-8821,38445.96,1854.82,36591.14,USD,POSTED
INV-102282,2025-09-22,NA-Central,Texas-DFW,DIST-GREATLAKES-SUPPLY,SKU-2205,9384.82,381.34,9003.48,USD,POSTED
INV-102283,2025-09-22,NA-Central,Texas-DFW,DIST-GREATLAKES-SUPPLY,SKU-8821,17005.82,370.38,16635.44,USD,POSTED
INV-102284,2025-09-22,NA-Central,Midwest-IL,DIST-TEXAS-COMMERCIAL,SKU-8821,33280.21,1103.03,32177.18,USD,POSTED
INV-102285,2025-09-22,NA-Central,GreatLakes-MI,DIST-MIDWEST-DIRECT,SKU-4410,22083.95,1089.08,20994.87,USD,POSTED
INV-102286,2025-09-22,NA-Central,Texas-DFW,DIST-GREATLAKES-SUPPLY,SKU-9930,27485.89,796.15,26689.74,USD,POSTED
INV-102287,2025-09-22,NA-West,Mountain-CO,DIST-PACIFIC-LOGISTICS,SKU-4410,19946.79,732.05,19214.74,USD,POSTED
INV-102288,2025-09-22,NA-West,California-LA,DIST-MOUNTAIN-PARTS,SKU-8821,15542.95,757.19,14785.76,USD,POSTED
INV-102289,2025-09-22,NA-West,California-LA,DIST-CAL-ENTERPRISE,SKU-5520,22544.9,668.19,21876.71,USD,POSTED
INV-102290,2025-09-22,NA-West,PacificNW-WA,DIST-CAL-ENTERPRISE,SKU-4410,19914.41,550.85,19363.56,USD,POSTED
INV-102291,2025-09-22,NA-West,Mountain-CO,DIST-PACIFIC-LOGISTICS,SKU-8821,35977.37,1147.29,34830.08,USD,POSTED
INV-102292,2025-09-22,NA-West,California-LA,DIST-PACIFIC-LOGISTICS,SKU-9930,49943.17,1558.44,48384.73,USD,POSTED
INV-102293,2025-09-22,NA-West,Mountain-CO,DIST-CAL-ENTERPRISE,SKU-2205,16937.25,740.23,16197.02,USD,POSTED
INV-102294,2025-09-23,NA-East,Mid-Atlantic-VA,DIST-SUNBELT-PARTS,SKU-8821,9965.78,368.33,9597.45,USD,POSTED
INV-102295,2025-09-23,NA-East,Northeast-NY,DIST-APEX-EAST,SKU-4410,14215.33,529.06,13686.27,USD,POSTED
INV-102296,2025-09-23,NA-East,Mid-Atlantic-VA,DIST-SUNBELT-PARTS,SKU-5520,9093.39,391.14,8702.25,USD,POSTED
INV-102297,2025-09-23,NA-East,Mid-Atlantic-VA,DIST-EMPIRE-IND,SKU-4410,22278.24,494.37,21783.87,USD,POSTED
INV-102298,2025-09-23,NA-East,Northeast-NY,DIST-SUNBELT-PARTS,SKU-8821,18331.54,855.75,17475.79,USD,POSTED
INV-102299,2025-09-23,NA-East,Mid-Atlantic-VA,DIST-SUNBELT-PARTS,SKU-8821,8640.05,175.01,8465.04,USD,POSTED
INV-102300,2025-09-23,NA-East,Mid-Atlantic-VA,DIST-COASTAL-WHOLESALE,SKU-8821,21897.28,881.06,21016.22,USD,POSTED
INV-102301,2025-09-23,NA-East,Mid-Atlantic-VA,DIST-SUNBELT-PARTS,SKU-4410,15348.67,733.06,14615.61,USD,POSTED
INV-102302,2025-09-23,NA-East,Northeast-NY,DIST-SUNBELT-PARTS,SKU-8821,13028.65,381.15,12647.5,USD,POSTED
INV-102303,2025-09-23,NA-Central,Midwest-IL,DIST-TEXAS-COMMERCIAL,SKU-5520,20114.41,728.19,19386.22,USD,POSTED
INV-102304,2025-09-23,NA-Central,Midwest-IL,DIST-GREATLAKES-SUPPLY,SKU-9930,16342.96,425.75,15917.21,USD,POSTED
INV-102305,2025-09-23,NA-Central,Midwest-IL,DIST-GREATLAKES-SUPPLY,SKU-2205,7205.76,311.08,6894.68,USD,POSTED
INV-102306,2025-09-23,NA-Central,Midwest-IL,DIST-MIDWEST-DIRECT,SKU-9930,27200.17,1224.68,25975.49,USD,POSTED
INV-102307,2025-09-23,NA-Central,GreatLakes-MI,DIST-MIDWEST-DIRECT,SKU-4410,23929.67,513.92,23415.75,USD,POSTED
INV-102308,2025-09-23,NA-Central,GreatLakes-MI,DIST-GREATLAKES-SUPPLY,SKU-8821,22034.42,979.1,21055.32,USD,POSTED
INV-102309,2025-09-23,NA-West,PacificNW-WA,DIST-MOUNTAIN-PARTS,SKU-2205,5992.42,149.13,5843.29,USD,POSTED
INV-102310,2025-09-23,NA-West,PacificNW-WA,DIST-PACIFIC-LOGISTICS,SKU-2205,16689.63,541.64,16147.99,USD,POSTED
INV-102311,2025-09-23,NA-West,PacificNW-WA,DIST-PACIFIC-LOGISTICS,SKU-9930,47943.16,1326.04,46617.12,USD,POSTED
INV-102312,2025-09-23,NA-West,PacificNW-WA,DIST-CAL-ENTERPRISE,SKU-8821,35657.37,1141.37,34516.0,USD,POSTED
INV-102313,2025-09-23,NA-West,PacificNW-WA,DIST-CAL-ENTERPRISE,SKU-4410,13470.56,444.86,13025.7,USD,POSTED
INV-102314,2025-09-23,NA-West,Mountain-CO,DIST-CAL-ENTERPRISE,SKU-8821,34240.22,1584.58,32655.64,USD,POSTED
INV-102315,2025-09-24,NA-East,Mid-Atlantic-VA,DIST-TRI-STATE-OPS,SKU-5520,13200.08,281.97,12918.11,USD,POSTED
INV-102316,2025-09-24,NA-East,Southeast-ATL,DIST-MIDATL-SUPPLY,SKU-4410,28527.8,703.86,27823.94,USD,POSTED
INV-102317,2025-09-24,NA-East,Northeast-NY,DIST-COASTAL-WHOLESALE,SKU-9930,27714.46,1221.41,26493.05,USD,POSTED
INV-102318,2025-09-24,NA-East,Northeast-NY,DIST-TRI-STATE-OPS,SKU-8821,16548.68,739.68,15809.0,USD,POSTED
INV-102319,2025-09-24,NA-East,Mid-Atlantic-VA,DIST-MIDATL-SUPPLY,SKU-8821,23085.86,975.59,22110.27,USD,POSTED
INV-102320,2025-09-24,NA-East,Northeast-NY,DIST-MIDATL-SUPPLY,SKU-4410,16708.68,349.2,16359.48,USD,POSTED
INV-102321,2025-09-24,NA-Central,GreatLakes-MI,DIST-GREATLAKES-SUPPLY,SKU-5520,20868.7,618.38,20250.32,USD,POSTED
INV-102322,2025-09-24,NA-Central,Midwest-IL,DIST-GREATLAKES-SUPPLY,SKU-8821,9005.77,378.68,8627.09,USD,POSTED
INV-102323,2025-09-24,NA-Central,Midwest-IL,DIST-GREATLAKES-SUPPLY,SKU-8821,22217.28,925.92,21291.36,USD,POSTED
INV-102324,2025-09-24,NA-Central,Midwest-IL,DIST-MIDWEST-DIRECT,SKU-8821,26423.02,601.49,25821.53,USD,POSTED
INV-102325,2025-09-24,NA-Central,Midwest-IL,DIST-MIDWEST-DIRECT,SKU-2205,19190.6,876.71,18313.89,USD,POSTED
INV-102326,2025-09-24,NA-Central,Texas-DFW,DIST-GREATLAKES-SUPPLY,SKU-8821,15497.24,531.36,14965.88,USD,POSTED
INV-102327,2025-09-24,NA-Central,GreatLakes-MI,DIST-MIDWEST-DIRECT,SKU-8821,33097.35,1612.08,31485.27,USD,POSTED
INV-102328,2025-09-24,NA-West,Mountain-CO,DIST-PACIFIC-LOGISTICS,SKU-4410,17809.64,423.42,17386.22,USD,POSTED
INV-102329,2025-09-24,NA-West,Mountain-CO,DIST-PACIFIC-LOGISTICS,SKU-9930,33143.07,1318.31,31824.76,USD,POSTED
INV-102330,2025-09-24,NA-West,Mountain-CO,DIST-PACIFIC-LOGISTICS,SKU-5520,19150.6,526.51,18624.09,USD,POSTED
INV-102331,2025-09-24,NA-West,California-LA,DIST-PACIFIC-LOGISTICS,SKU-5520,28746.85,1187.64,27559.21,USD,POSTED
INV-102332,2025-09-24,NA-West,California-LA,DIST-MOUNTAIN-PARTS,SKU-4410,15381.05,763.35,14617.7,USD,POSTED
INV-102333,2025-09-24,NA-West,California-LA,DIST-PACIFIC-LOGISTICS,SKU-8821,22765.86,851.01,21914.85,USD,POSTED
INV-102334,2025-09-24,NA-West,PacificNW-WA,DIST-MOUNTAIN-PARTS,SKU-2205,5051.46,221.38,4830.08,USD,POSTED
INV-102335,2025-09-24,NA-West,PacificNW-WA,DIST-PACIFIC-LOGISTICS,SKU-8821,27108.74,673.83,26434.91,USD,POSTED
INV-102336,2025-09-24,NA-West,California-LA,DIST-PACIFIC-LOGISTICS,SKU-4410,22731.57,582.67,22148.9,USD,POSTED
INV-102337,2025-09-24,NA-West,Mountain-CO,DIST-CAL-ENTERPRISE,SKU-4410,26358.26,1018.47,25339.79,USD,POSTED
INV-102338,2025-09-24,NA-West,Mountain-CO,DIST-CAL-ENTERPRISE,SKU-8821,40045.97,1910.86,38135.11,USD,POSTED
INV-102339,2025-09-25,NA-East,Southeast-ATL,DIST-EMPIRE-IND,SKU-8821,37348.81,1490.12,35858.69,USD,POSTED
INV-102340,2025-09-25,NA-East,Northeast-NY,DIST-EMPIRE-IND,SKU-9930,23657.29,1028.11,22629.18,USD,POSTED
INV-102341,2025-09-25,NA-East,Mid-Atlantic-VA,DIST-TRI-STATE-OPS,SKU-8821,19565.84,465.41,19100.43,USD,POSTED
INV-102342,2025-09-25,NA-East,Southeast-ATL,DIST-COASTAL-WHOLESALE,SKU-9930,26343.02,1090.1,25252.92,USD,POSTED
INV-102343,2025-09-25,NA-East,Southeast-ATL,DIST-EMPIRE-IND,SKU-8821,19840.12,971.95,18868.17,USD,POSTED
INV-102344,2025-09-25,NA-East,Northeast-NY,DIST-MIDATL-SUPPLY,SKU-4410,17777.25,431.12,17346.13,USD,POSTED
INV-102345,2025-09-25,NA-East,Northeast-NY,DIST-MIDATL-SUPPLY,SKU-9930,40685.97,1455.22,39230.75,USD,POSTED
INV-102346,2025-09-25,NA-East,Southeast-ATL,DIST-SUNBELT-PARTS,SKU-9930,11657.22,513.01,11144.21,USD,POSTED
INV-102347,2025-09-25,NA-Central,Texas-DFW,DIST-MIDWEST-DIRECT,SKU-5520,21790.61,680.61,21110.0,USD,POSTED
INV-102348,2025-09-25,NA-Central,Midwest-IL,DIST-TEXAS-COMMERCIAL,SKU-8821,23085.86,836.28,22249.58,USD,POSTED
INV-102349,2025-09-25,NA-Central,Texas-DFW,DIST-GREATLAKES-SUPPLY,SKU-9930,11714.36,571.33,11143.03,USD,POSTED
INV-102350,2025-09-25,NA-Central,GreatLakes-MI,DIST-GREATLAKES-SUPPLY,SKU-4410,12790.56,598.75,12191.81,USD,POSTED
INV-102351,2025-09-25,NA-Central,GreatLakes-MI,DIST-GREATLAKES-SUPPLY,SKU-8821,8228.62,183.06,8045.56,USD,POSTED
INV-102352,2025-09-25,NA-Central,Texas-DFW,DIST-TEXAS-COMMERCIAL,SKU-5520,17516.3,381.45,17134.85,USD,POSTED
INV-102353,2025-09-25,NA-Central,GreatLakes-MI,DIST-MIDWEST-DIRECT,SKU-8821,27337.31,867.61,26469.7,USD,POSTED
INV-102354,2025-09-25,NA-Central,Midwest-IL,DIST-TEXAS-COMMERCIAL,SKU-4410,19558.22,880.7,18677.52,USD,POSTED
INV-102355,2025-09-25,NA-West,PacificNW-WA,DIST-CAL-ENTERPRISE,SKU-8821,21760.14,909.13,20851.01,USD,POSTED
INV-102356,2025-09-25,NA-West,Mountain-CO,DIST-MOUNTAIN-PARTS,SKU-8821,11520.07,462.73,11057.34,USD,POSTED
INV-102357,2025-09-25,NA-West,California-LA,DIST-PACIFIC-LOGISTICS,SKU-5520,27992.56,1000.1,26992.46,USD,POSTED
INV-102358,2025-09-25,NA-West,Mountain-CO,DIST-MOUNTAIN-PARTS,SKU-4410,10750.54,480.2,10270.34,USD,POSTED
INV-102359,2025-09-25,NA-West,Mountain-CO,DIST-MOUNTAIN-PARTS,SKU-5520,9051.49,420.05,8631.44,USD,POSTED
INV-102360,2025-09-25,NA-West,Mountain-CO,DIST-CAL-ENTERPRISE,SKU-9930,42285.98,1908.76,40377.22,USD,POSTED
INV-102361,2025-09-26,NA-East,Southeast-ATL,DIST-TRI-STATE-OPS,SKU-4410,14539.14,364.26,14174.88,USD,POSTED
INV-102362,2025-09-26,NA-East,Northeast-NY,DIST-TRI-STATE-OPS,SKU-9930,22800.14,974.79,21825.35,USD,POSTED
INV-102363,2025-09-26,NA-East,Southeast-ATL,DIST-SUNBELT-PARTS,SKU-8821,13851.52,638.29,13213.23,USD,POSTED
INV-102364,2025-09-26,NA-East,Northeast-NY,DIST-COASTAL-WHOLESALE,SKU-9930,22571.57,489.79,22081.78,USD,POSTED
INV-102365,2025-09-26,NA-East,Southeast-ATL,DIST-EMPIRE-IND,SKU-9930,34685.93,1359.97,33325.96,USD,POSTED
INV-102366,2025-09-26,NA-East,Mid-Atlantic-VA,DIST-COASTAL-WHOLESALE,SKU-5520,15169.62,341.21,14828.41,USD,POSTED
INV-102367,2025-09-26,NA-East,Southeast-ATL,DIST-TRI-STATE-OPS,SKU-9930,15657.24,588.3,15068.94,USD,POSTED
INV-102368,2025-09-26,NA-East,Southeast-ATL,DIST-SUNBELT-PARTS,SKU-4410,7544.81,376.63,7168.18,USD,POSTED
INV-102369,2025-09-26,NA-Central,Texas-DFW,DIST-GREATLAKES-SUPPLY,SKU-4410,12045.79,460.14,11585.65,USD,POSTED
INV-102370,2025-09-26,NA-Central,Texas-DFW,DIST-GREATLAKES-SUPPLY,SKU-8821,22034.42,994.77,21039.65,USD,POSTED
INV-102371,2025-09-26,NA-Central,Texas-DFW,DIST-MIDWEST-DIRECT,SKU-4410,19234.41,592.82,18641.59,USD,POSTED
INV-102372,2025-09-26,NA-Central,Texas-DFW,DIST-TEXAS-COMMERCIAL,SKU-2205,18645.83,774.71,17871.12,USD,POSTED
INV-102373,2025-09-26,NA-Central,Midwest-IL,DIST-GREATLAKES-SUPPLY,SKU-5520,17390.59,646.94,16743.65,USD,POSTED
INV-102374,2025-09-26,NA-Central,Texas-DFW,DIST-MIDWEST-DIRECT,SKU-2205,9310.53,246.55,9063.98,USD,POSTED
INV-102375,2025-09-26,NA-Central,Midwest-IL,DIST-MIDWEST-DIRECT,SKU-5520,18899.17,543.7,18355.47,USD,POSTED
INV-102376,2025-09-26,NA-Central,GreatLakes-MI,DIST-MIDWEST-DIRECT,SKU-5520,30045.9,1338.58,28707.32,USD,POSTED
INV-102377,2025-09-26,NA-Central,GreatLakes-MI,DIST-GREATLAKES-SUPPLY,SKU-2205,7948.62,265.33,7683.29,USD,POSTED
INV-102378,2025-09-26,NA-Central,Midwest-IL,DIST-GREATLAKES-SUPPLY,SKU-4410,8483.86,222.97,8260.89,USD,POSTED
INV-102379,2025-09-26,NA-Central,Texas-DFW,DIST-TEXAS-COMMERCIAL,SKU-8821,32274.49,1401.65,30872.84,USD,POSTED
INV-102380,2025-09-26,NA-Central,Midwest-IL,DIST-GREATLAKES-SUPPLY,SKU-9930,20571.56,791.84,19779.72,USD,POSTED
INV-102381,2025-09-26,NA-West,PacificNW-WA,DIST-CAL-ENTERPRISE,SKU-9930,25257.3,989.67,24267.63,USD,POSTED
INV-102382,2025-09-26,NA-West,California-LA,DIST-MOUNTAIN-PARTS,SKU-4410,12142.93,316.5,11826.43,USD,POSTED
INV-102383,2025-09-26,NA-West,Mountain-CO,DIST-CAL-ENTERPRISE,SKU-4410,23314.43,994.2,22320.23,USD,POSTED
INV-102384,2025-09-26,NA-West,PacificNW-WA,DIST-CAL-ENTERPRISE,SKU-8821,30491.62,1441.18,29050.44,USD,POSTED
INV-102385,2025-09-26,NA-West,Mountain-CO,DIST-MOUNTAIN-PARTS,SKU-4410,14733.43,373.31,14360.12,USD,POSTED
INV-102386,2025-09-26,NA-West,Mountain-CO,DIST-MOUNTAIN-PARTS,SKU-8821,10331.49,427.21,9904.28,USD,POSTED
INV-102387,2025-09-26,NA-West,Mountain-CO,DIST-CAL-ENTERPRISE,SKU-9930,39885.97,1435.29,38450.68,USD,POSTED
INV-102388,2025-09-26,NA-West,California-LA,DIST-PACIFIC-LOGISTICS,SKU-2205,16095.34,618.1,15477.24,USD,POSTED
INV-102389,2025-09-26,NA-West,PacificNW-WA,DIST-CAL-ENTERPRISE,SKU-2205,9681.97,265.06,9416.91,USD,POSTED
INV-102390,2025-09-26,NA-West,PacificNW-WA,DIST-MOUNTAIN-PARTS,SKU-2205,10721.97,286.64,10435.33,USD,POSTED
INV-102391,2025-09-26,NA-West,Mountain-CO,DIST-PACIFIC-LOGISTICS,SKU-8821,36571.66,1442.27,35129.39,USD,POSTED
INV-102392,2025-09-27,NA-East,Southeast-ATL,DIST-APEX-EAST,SKU-8821,38583.1,1741.56,36841.54,USD,POSTED
INV-102393,2025-09-27,NA-East,Mid-Atlantic-VA,DIST-SUNBELT-PARTS,SKU-4410,9001.96,291.39,8710.57,USD,POSTED
INV-102394,2025-09-27,NA-East,Northeast-NY,DIST-SUNBELT-PARTS,SKU-4410,12240.08,519.02,11721.06,USD,POSTED
INV-102395,2025-09-27,NA-East,Northeast-NY,DIST-EMPIRE-IND,SKU-9930,45200.28,1406.04,43794.24,USD,POSTED
INV-102396,2025-09-27,NA-East,Southeast-ATL,DIST-EMPIRE-IND,SKU-4410,15769.62,467.57,15302.05,USD,POSTED
INV-102397,2025-09-27,NA-East,Northeast-NY,DIST-MIDATL-SUPPLY,SKU-9930,27485.89,629.39,26856.5,USD,POSTED
INV-102398,2025-09-27,NA-East,Northeast-NY,DIST-TRI-STATE-OPS,SKU-4410,10038.16,232.33,9805.83,USD,POSTED
INV-102399,2025-09-27,NA-Central,Texas-DFW,DIST-MIDWEST-DIRECT,SKU-5520,24263.01,823.94,23439.07,USD,POSTED
INV-102400,2025-09-27,NA-Central,Texas-DFW,DIST-MIDWEST-DIRECT,SKU-4410,27815.41,1049.53,26765.88,USD,POSTED
INV-102401,2025-09-27,NA-Central,Midwest-IL,DIST-MIDWEST-DIRECT,SKU-8821,18651.55,874.3,17777.25,USD,POSTED
INV-102402,2025-09-27,NA-Central,GreatLakes-MI,DIST-TEXAS-COMMERCIAL,SKU-8821,19017.26,925.04,18092.22,USD,POSTED
INV-102403,2025-09-27,NA-Central,GreatLakes-MI,DIST-TEXAS-COMMERCIAL,SKU-8821,38948.82,1282.39,37666.43,USD,POSTED
INV-102404,2025-09-27,NA-Central,Midwest-IL,DIST-GREATLAKES-SUPPLY,SKU-8821,15451.53,558.6,14892.93,USD,POSTED
INV-102405,2025-09-27,NA-Central,Texas-DFW,DIST-GREATLAKES-SUPPLY,SKU-8821,20114.41,973.3,19141.11,USD,POSTED
INV-102406,2025-09-27,NA-Central,Midwest-IL,DIST-TEXAS-COMMERCIAL,SKU-2205,16640.1,763.48,15876.62,USD,POSTED
INV-102407,2025-09-27,NA-Central,Texas-DFW,DIST-MIDWEST-DIRECT,SKU-5520,19779.17,855.22,18923.95,USD,POSTED
INV-102408,2025-09-27,NA-Central,Midwest-IL,DIST-TEXAS-COMMERCIAL,SKU-8821,23543.01,988.26,22554.75,USD,POSTED
INV-102409,2025-09-27,NA-Central,Midwest-IL,DIST-TEXAS-COMMERCIAL,SKU-9930,30571.62,638.48,29933.14,USD,POSTED
INV-102410,2025-09-27,NA-Central,GreatLakes-MI,DIST-TEXAS-COMMERCIAL,SKU-8821,20388.7,986.49,19402.21,USD,POSTED
INV-102411,2025-09-27,NA-West,Mountain-CO,DIST-MOUNTAIN-PARTS,SKU-4410,12142.93,496.56,11646.37,USD,POSTED
INV-102412,2025-09-27,NA-West,PacificNW-WA,DIST-CAL-ENTERPRISE,SKU-8821,32594.49,825.37,31769.12,USD,POSTED
INV-102413,2025-09-27,NA-West,California-LA,DIST-CAL-ENTERPRISE,SKU-4410,19946.79,639.15,19307.64,USD,POSTED
INV-102414,2025-09-27,NA-West,PacificNW-WA,DIST-CAL-ENTERPRISE,SKU-2205,17259.16,579.08,16680.08,USD,POSTED
INV-102415,2025-09-27,NA-West,PacificNW-WA,DIST-MOUNTAIN-PARTS,SKU-8821,21257.28,462.86,20794.42,USD,POSTED
INV-102416,2025-09-27,NA-West,California-LA,DIST-PACIFIC-LOGISTICS,SKU-8821,16548.68,333.29,16215.39,USD,POSTED
INV-102417,2025-09-27,NA-West,California-LA,DIST-CAL-ENTERPRISE,SKU-8821,33508.78,1534.06,31974.72,USD,POSTED
INV-102418,2025-09-27,NA-West,PacificNW-WA,DIST-PACIFIC-LOGISTICS,SKU-5520,22461.09,809.87,21651.22,USD,POSTED
INV-102419,2025-09-27,NA-West,California-LA,DIST-PACIFIC-LOGISTICS,SKU-9930,41885.98,1558.98,40327.0,USD,POSTED
INV-102420,2025-09-27,NA-West,California-LA,DIST-MOUNTAIN-PARTS,SKU-9930,25085.87,613.74,24472.13,USD,POSTED
