sales_item_id,order_id,transaction_date,region,distributor_id,sku_id,units_ordered,units_sold,unit_price,total_item_revenue,delivery_status
SLS-503587,SO-703586,2025-11-10,NA-Central,DIST-MIDWEST-DIRECT,SKU-9930,279,279,150.0,40176.0,DELIVERED
SLS-503588,SO-703587,2025-11-10,NA-Central,DIST-TEXAS-COMMERCIAL,SKU-5520,255,255,110.0,26928.0,DELIVERED
SLS-503589,SO-703588,2025-11-10,NA-Central,DIST-GREATLAKES-SUPPLY,SKU-4410,146,146,85.0,11913.6,DELIVERED
SLS-503590,SO-703589,2025-11-10,NA-Central,DIST-MIDWEST-DIRECT,SKU-8821,295,295,120.0,33984.0,DELIVERED
SLS-503591,SO-703590,2025-11-10,NA-West,DIST-CAL-ENTERPRISE,SKU-4410,195,195,85.0,15912.0,DELIVERED
SLS-503592,SO-703591,2025-11-10,NA-West,DIST-PACIFIC-LOGISTICS,SKU-8821,289,289,120.0,33292.8,DELIVERED
SLS-503593,SO-703592,2025-11-10,NA-West,DIST-PACIFIC-LOGISTICS,SKU-9930,144,144,150.0,20736.0,DELIVERED
SLS-503594,SO-703593,2025-11-10,NA-West,DIST-MOUNTAIN-PARTS,SKU-2205,184,184,65.0,11481.6,DELIVERED
SLS-503595,SO-703594,2025-11-10,NA-West,DIST-CAL-ENTERPRISE,SKU-2205,218,218,65.0,13603.2,DELIVERED
SLS-503596,SO-703595,2025-11-10,NA-West,DIST-CAL-ENTERPRISE,SKU-8821,290,290,120.0,33408.0,DELIVERED
SLS-503597,SO-703596,2025-11-10,NA-West,DIST-CAL-ENTERPRISE,SKU-5520,293,293,110.0,30940.8,DELIVERED
SLS-503598,SO-703597,2025-11-11,NA-East,DIST-EMPIRE-IND,SKU-5520,150,150,110.0,15840.0,DELIVERED
SLS-503599,SO-703598,2025-11-11,NA-East,DIST-EMPIRE-IND,SKU-5520,144,144,110.0,15206.4,DELIVERED
SLS-503600,SO-703599,2025-11-11,NA-East,DIST-EMPIRE-IND,SKU-8821,175,175,120.0,20160.0,DELIVERED
SLS-503601,SO-703600,2025-11-11,NA-East,DIST-APEX-EAST,SKU-8821,342,342,120.0,39398.4,DELIVERED
SLS-503602,SO-703601,2025-11-11,NA-East,DIST-TRI-STATE-OPS,SKU-9930,69,69,150.0,9936.0,DELIVERED
SLS-503603,SO-703602,2025-11-11,NA-East,DIST-MIDATL-SUPPLY,SKU-9930,201,201,150.0,28944.0,DELIVERED
SLS-503604,SO-703603,2025-11-11,NA-East,DIST-TRI-STATE-OPS,SKU-8821,79,79,120.0,9100.8,DELIVERED
SLS-503605,SO-703604,2025-11-11,NA-East,DIST-MIDATL-SUPPLY,SKU-9930,297,297,150.0,42768.0,DELIVERED
SLS-503606,SO-703605,2025-11-11,NA-East,DIST-EMPIRE-IND,SKU-9930,176,176,150.0,25344.0,DELIVERED
SLS-503607,SO-703606,2025-11-11,NA-East,DIST-SUNBELT-PARTS,SKU-4410,129,129,85.0,10526.4,DELIVERED
SLS-503608,SO-703607,2025-11-11,NA-Central,DIST-TEXAS-COMMERCIAL,SKU-8821,202,202,120.0,23270.4,DELIVERED
SLS-503609,SO-703608,2025-11-11,NA-Central,DIST-GREATLAKES-SUPPLY,SKU-4410,162,162,85.0,13219.2,DELIVERED
SLS-503610,SO-703609,2025-11-11,NA-Central,DIST-TEXAS-COMMERCIAL,SKU-8821,290,290,120.0,33408.0,DELIVERED
SLS-503611,SO-703610,2025-11-11,NA-Central,DIST-TEXAS-COMMERCIAL,SKU-8821,303,303,120.0,34905.6,DELIVERED
SLS-503612,SO-703611,2025-11-11,NA-Central,DIST-GREATLAKES-SUPPLY,SKU-5520,187,187,110.0,19747.2,DELIVERED
SLS-503613,SO-703612,2025-11-11,NA-Central,DIST-MIDWEST-DIRECT,SKU-8821,205,205,120.0,23616.0,DELIVERED
SLS-503614,SO-703613,2025-11-11,NA-Central,DIST-MIDWEST-DIRECT,SKU-8821,232,232,120.0,26726.4,DELIVERED
SLS-503615,SO-703614,2025-11-11,NA-Central,DIST-GREATLAKES-SUPPLY,SKU-5520,179,179,110.0,18902.4,DELIVERED
SLS-503616,SO-703615,2025-11-11,NA-Central,DIST-MIDWEST-DIRECT,SKU-8821,193,193,120.0,22233.6,DELIVERED
SLS-503617,SO-703616,2025-11-11,NA-Central,DIST-TEXAS-COMMERCIAL,SKU-5520,339,339,110.0,35798.4,DELIVERED
SLS-503618,SO-703617,2025-11-11,NA-Central,DIST-TEXAS-COMMERCIAL,SKU-5520,141,141,110.0,14889.6,DELIVERED
SLS-503619,SO-703618,2025-11-11,NA-Central,DIST-GREATLAKES-SUPPLY,SKU-4410,69,69,85.0,5630.4,DELIVERED
SLS-503620,SO-703619,2025-11-11,NA-West,DIST-MOUNTAIN-PARTS,SKU-8821,106,106,120.0,12211.2,DELIVERED
SLS-503621,SO-703620,2025-11-11,NA-West,DIST-PACIFIC-LOGISTICS,SKU-8821,261,261,120.0,30067.2,DELIVERED
SLS-503622,SO-703621,2025-11-11,NA-West,DIST-PACIFIC-LOGISTICS,SKU-9930,134,134,150.0,19296.0,DELIVERED
SLS-503623,SO-703622,2025-11-11,NA-West,DIST-MOUNTAIN-PARTS,SKU-8821,189,189,120.0,21772.8,DELIVERED
SLS-503624,SO-703623,2025-11-11,NA-West,DIST-MOUNTAIN-PARTS,SKU-8821,146,146,120.0,16819.2,DELIVERED
SLS-503625,SO-703624,2025-11-11,NA-West,DIST-PACIFIC-LOGISTICS,SKU-9930,228,228,150.0,32832.0,DELIVERED
SLS-503626,SO-703625,2025-11-11,NA-West,DIST-MOUNTAIN-PARTS,SKU-2205,166,166,65.0,10358.4,DELIVERED
SLS-503627,SO-703626,2025-11-11,NA-West,DIST-MOUNTAIN-PARTS,SKU-9930,110,110,150.0,15840.0,DELIVERED
SLS-503628,SO-703627,2025-11-12,NA-East,DIST-APEX-EAST,SKU-4410,291,291,85.0,23745.6,DELIVERED
SLS-503629,SO-703628,2025-11-12,NA-East,DIST-APEX-EAST,SKU-8821,253,253,120.0,29145.6,DELIVERED
SLS-503630,SO-703629,2025-11-12,NA-East,DIST-APEX-EAST,SKU-2205,194,194,65.0,12105.6,DELIVERED
SLS-503631,SO-703630,2025-11-12,NA-East,DIST-MIDATL-SUPPLY,SKU-2205,172,172,65.0,10732.8,DELIVERED
SLS-503632,SO-703631,2025-11-12,NA-East,DIST-TRI-STATE-OPS,SKU-2205,125,125,65.0,7800.0,DELIVERED
SLS-503633,SO-703632,2025-11-12,NA-East,DIST-TRI-STATE-OPS,SKU-5520,69,69,110.0,7286.4,DELIVERED
SLS-503634,SO-703633,2025-11-12,NA-East,DIST-TRI-STATE-OPS,SKU-2205,61,61,65.0,3806.4,DELIVERED
SLS-503635,SO-703634,2025-11-12,NA-East,DIST-COASTAL-WHOLESALE,SKU-4410,151,151,85.0,12321.6,DELIVERED
SLS-503636,SO-703635,2025-11-12,NA-East,DIST-EMPIRE-IND,SKU-9930,136,136,150.0,19584.0,DELIVERED
SLS-503637,SO-703636,2025-11-12,NA-Central,DIST-MIDWEST-DIRECT,SKU-9930,230,230,150.0,33120.0,DELIVERED
SLS-503638,SO-703637,2025-11-12,NA-Central,DIST-MIDWEST-DIRECT,SKU-4410,293,293,85.0,23908.8,DELIVERED
SLS-503639,SO-703638,2025-11-12,NA-Central,DIST-TEXAS-COMMERCIAL,SKU-8821,341,341,120.0,39283.2,DELIVERED
SLS-503640,SO-703639,2025-11-12,NA-Central,DIST-TEXAS-COMMERCIAL,SKU-8821,203,203,120.0,23385.6,DELIVERED
SLS-503641,SO-703640,2025-11-12,NA-Central,DIST-TEXAS-COMMERCIAL,SKU-9930,286,286,150.0,41184.0,DELIVERED
SLS-503642,SO-703641,2025-11-12,NA-Central,DIST-GREATLAKES-SUPPLY,SKU-4410,188,188,85.0,15340.8,DELIVERED
SLS-503643,SO-703642,2025-11-12,NA-Central,DIST-MIDWEST-DIRECT,SKU-8821,213,213,120.0,24537.6,DELIVERED
SLS-503644,SO-703643,2025-11-12,NA-Central,DIST-TEXAS-COMMERCIAL,SKU-4410,267,267,85.0,21787.2,DELIVERED
SLS-503645,SO-703644,2025-11-12,NA-Central,DIST-GREATLAKES-SUPPLY,SKU-5520,155,155,110.0,16368.0,DELIVERED
SLS-503646,SO-703645,2025-11-12,NA-Central,DIST-TEXAS-COMMERCIAL,SKU-9930,307,307,150.0,44208.0,DELIVERED
SLS-503647,SO-703646,2025-11-12,NA-West,DIST-MOUNTAIN-PARTS,SKU-4410,81,81,85.0,6609.6,DELIVERED
SLS-503648,SO-703647,2025-11-12,NA-West,DIST-MOUNTAIN-PARTS,SKU-4410,178,178,85.0,14524.8,DELIVERED
SLS-503649,SO-703648,2025-11-12,NA-West,DIST-CAL-ENTERPRISE,SKU-8821,233,233,120.0,26841.6,DELIVERED
SLS-503650,SO-703649,2025-11-12,NA-West,DIST-MOUNTAIN-PARTS,SKU-9930,147,147,150.0,21168.0,DELIVERED
SLS-503651,SO-703650,2025-11-12,NA-West,DIST-PACIFIC-LOGISTICS,SKU-9930,251,251,150.0,36144.0,DELIVERED
SLS-503652,SO-703651,2025-11-12,NA-West,DIST-PACIFIC-LOGISTICS,SKU-8821,336,336,120.0,38707.2,DELIVERED
SLS-503653,SO-703652,2025-11-12,NA-West,DIST-PACIFIC-LOGISTICS,SKU-4410,342,342,85.0,27907.2,DELIVERED
SLS-503654,SO-703653,2025-11-12,NA-West,DIST-CAL-ENTERPRISE,SKU-8821,341,341,120.0,39283.2,DELIVERED
SLS-503655,SO-703654,2025-11-12,NA-West,DIST-CAL-ENTERPRISE,SKU-8821,334,334,120.0,38476.8,DELIVERED
SLS-503656,SO-703655,2025-11-13,NA-East,DIST-MIDATL-SUPPLY,SKU-8821,197,197,120.0,22694.4,DELIVERED
SLS-503657,SO-703656,2025-11-13,NA-East,DIST-APEX-EAST,SKU-4410,157,157,85.0,12811.2,DELIVERED
SLS-503658,SO-703657,2025-11-13,NA-East,DIST-MIDATL-SUPPLY,SKU-8821,274,274,120.0,31564.8,DELIVERED
SLS-503659,SO-703658,2025-11-13,NA-East,DIST-APEX-EAST,SKU-4410,208,208,85.0,16972.8,DELIVERED
SLS-503660,SO-703659,2025-11-13,NA-East,DIST-EMPIRE-IND,SKU-4410,226,226,85.0,18441.6,DELIVERED
SLS-503661,SO-703660,2025-11-13,NA-East,DIST-COASTAL-WHOLESALE,SKU-8821,177,177,120.0,20390.4,DELIVERED
SLS-503662,SO-703661,2025-11-13,NA-Central,DIST-MIDWEST-DIRECT,SKU-8821,278,278,120.0,32025.6,DELIVERED
SLS-503663,SO-703662,2025-11-13,NA-Central,DIST-MIDWEST-DIRECT,SKU-8821,285,285,120.0,32832.0,DELIVERED
SLS-503664,SO-703663,2025-11-13,NA-Central,DIST-MIDWEST-DIRECT,SKU-4410,213,213,85.0,17380.8,DELIVERED
SLS-503665,SO-703664,2025-11-13,NA-Central,DIST-GREATLAKES-SUPPLY,SKU-8821,119,119,120.0,13708.8,DELIVERED
SLS-503666,SO-703665,2025-11-13,NA-Central,DIST-GREATLAKES-SUPPLY,SKU-2205,153,153,65.0,9547.2,DELIVERED
SLS-503667,SO-703666,2025-11-13,NA-Central,DIST-TEXAS-COMMERCIAL,SKU-9930,179,179,150.0,25776.0,DELIVERED
SLS-503668,SO-703667,2025-11-13,NA-Central,DIST-GREATLAKES-SUPPLY,SKU-9930,74,74,150.0,10656.0,DELIVERED
SLS-503669,SO-703668,2025-11-13,NA-Central,DIST-GREATLAKES-SUPPLY,SKU-4410,78,78,85.0,6364.8,DELIVERED
SLS-503670,SO-703669,2025-11-13,NA-Central,DIST-GREATLAKES-SUPPLY,SKU-2205,94,94,65.0,5865.6,DELIVERED
SLS-503671,SO-703670,2025-11-13,NA-Central,DIST-GREATLAKES-SUPPLY,SKU-4410,151,151,85.0,12321.6,DELIVERED
SLS-503672,SO-703671,2025-11-13,NA-Central,DIST-GREATLAKES-SUPPLY,SKU-8821,142,142,120.0,16358.4,DELIVERED
SLS-503673,SO-703672,2025-11-13,NA-Central,DIST-MIDWEST-DIRECT,SKU-8821,303,303,120.0,34905.6,DELIVERED
SLS-503674,SO-703673,2025-11-13,NA-West,DIST-CAL-ENTERPRISE,SKU-9930,204,204,150.0,29376.0,DELIVERED
SLS-503675,SO-703674,2025-11-13,NA-West,DIST-CAL-ENTERPRISE,SKU-8821,305,305,120.0,35136.0,DELIVERED
SLS-503676,SO-703675,2025-11-13,NA-West,DIST-CAL-ENTERPRISE,SKU-8821,251,251,120.0,28915.2,DELIVERED
SLS-503677,SO-703676,2025-11-13,NA-West,DIST-CAL-ENTERPRISE,SKU-4410,304,304,85.0,24806.4,DELIVERED
SLS-503678,SO-703677,2025-11-13,NA-West,DIST-PACIFIC-LOGISTICS,SKU-4410,136,136,85.0,11097.6,DELIVERED
SLS-503679,SO-703678,2025-11-13,NA-West,DIST-PACIFIC-LOGISTICS,SKU-8821,218,218,120.0,25113.6,DELIVERED
SLS-503680,SO-703679,2025-11-13,NA-West,DIST-MOUNTAIN-PARTS,SKU-8821,145,145,120.0,16704.0,DELIVERED
SLS-503681,SO-703680,2025-11-14,NA-East,DIST-APEX-EAST,SKU-2205,226,226,65.0,14102.4,DELIVERED
SLS-503682,SO-703681,2025-11-14,NA-East,DIST-MIDATL-SUPPLY,SKU-5520,327,327,110.0,34531.2,DELIVERED
SLS-503683,SO-703682,2025-11-14,NA-East,DIST-SUNBELT-PARTS,SKU-5520,189,189,110.0,19958.4,DELIVERED
SLS-503684,SO-703683,2025-11-14,NA-East,DIST-TRI-STATE-OPS,SKU-5520,165,165,110.0,17424.0,DELIVERED
SLS-503685,SO-703684,2025-11-14,NA-East,DIST-SUNBELT-PARTS,SKU-5520,136,136,110.0,14361.6,DELIVERED
SLS-503686,SO-703685,2025-11-14,NA-East,DIST-APEX-EAST,SKU-4410,261,261,85.0,21297.6,DELIVERED
SLS-503687,SO-703686,2025-11-14,NA-East,DIST-APEX-EAST,SKU-4410,265,265,85.0,21624.0,DELIVERED
SLS-503688,SO-703687,2025-11-14,NA-Central,DIST-MIDWEST-DIRECT,SKU-4410,234,234,85.0,19094.4,DELIVERED
SLS-503689,SO-703688,2025-11-14,NA-Central,DIST-GREATLAKES-SUPPLY,SKU-4410,110,110,85.0,8976.0,DELIVERED
SLS-503690,SO-703689,2025-11-14,NA-Central,DIST-GREATLAKES-SUPPLY,SKU-4410,126,126,85.0,10281.6,DELIVERED
SLS-503691,SO-703690,2025-11-14,NA-Central,DIST-MIDWEST-DIRECT,SKU-4410,312,312,85.0,25459.2,DELIVERED
SLS-503692,SO-703691,2025-11-14,NA-Central,DIST-TEXAS-COMMERCIAL,SKU-8821,223,223,120.0,25689.6,DELIVERED
SLS-503693,SO-703692,2025-11-14,NA-Central,DIST-MIDWEST-DIRECT,SKU-8821,340,340,120.0,39168.0,DELIVERED
SLS-503694,SO-703693,2025-11-14,NA-Central,DIST-MIDWEST-DIRECT,SKU-5520,336,336,110.0,35481.6,DELIVERED
SLS-503695,SO-703694,2025-11-14,NA-Central,DIST-GREATLAKES-SUPPLY,SKU-2205,161,161,65.0,10046.4,DELIVERED
SLS-503696,SO-703695,2025-11-14,NA-Central,DIST-TEXAS-COMMERCIAL,SKU-8821,320,320,120.0,36864.0,DELIVERED
SLS-503697,SO-703696,2025-11-14,NA-Central,DIST-MIDWEST-DIRECT,SKU-8821,303,303,120.0,34905.6,DELIVERED
SLS-503698,SO-703697,2025-11-14,NA-West,DIST-CAL-ENTERPRISE,SKU-8821,253,253,120.0,29145.6,DELIVERED
SLS-503699,SO-703698,2025-11-14,NA-West,DIST-PACIFIC-LOGISTICS,SKU-2205,322,322,65.0,20092.8,DELIVERED
SLS-503700,SO-703699,2025-11-14,NA-West,DIST-PACIFIC-LOGISTICS,SKU-8821,175,175,120.0,20160.0,DELIVERED
SLS-503701,SO-703700,2025-11-14,NA-West,DIST-CAL-ENTERPRISE,SKU-8821,282,282,120.0,32486.4,DELIVERED
SLS-503702,SO-703701,2025-11-14,NA-West,DIST-CAL-ENTERPRISE,SKU-4410,197,197,85.0,16075.2,DELIVERED
SLS-503703,SO-703702,2025-11-14,NA-West,DIST-MOUNTAIN-PARTS,SKU-2205,112,112,65.0,6988.8,DELIVERED
SLS-503704,SO-703703,2025-11-14,NA-West,DIST-PACIFIC-LOGISTICS,SKU-4410,234,234,85.0,19094.4,DELIVERED
SLS-503705,SO-703704,2025-11-14,NA-West,DIST-CAL-ENTERPRISE,SKU-8821,154,154,120.0,17740.8,DELIVERED
SLS-503706,SO-703705,2025-11-14,NA-West,DIST-MOUNTAIN-PARTS,SKU-9930,90,90,150.0,12960.0,DELIVERED
SLS-503707,SO-703706,2025-11-14,NA-West,DIST-MOUNTAIN-PARTS,SKU-8821,181,181,120.0,20851.2,DELIVERED
SLS-503708,SO-703707,2025-11-14,NA-West,DIST-MOUNTAIN-PARTS,SKU-5520,87,87,110.0,9187.2,DELIVERED
SLS-503709,SO-703708,2025-11-15,NA-East,DIST-COASTAL-WHOLESALE,SKU-5520,125,125,110.0,13200.0,DELIVERED
SLS-503710,SO-703709,2025-11-15,NA-East,DIST-COASTAL-WHOLESALE,SKU-8821,169,169,120.0,19468.8,DELIVERED
SLS-503711,SO-703710,2025-11-15,NA-East,DIST-SUNBELT-PARTS,SKU-5520,141,141,110.0,14889.6,DELIVERED
SLS-503712,SO-703711,2025-11-15,NA-East,DIST-EMPIRE-IND,SKU-9930,262,262,150.0,37728.0,DELIVERED
SLS-503713,SO-703712,2025-11-15,NA-East,DIST-EMPIRE-IND,SKU-9930,336,336,150.0,48384.0,DELIVERED
SLS-503714,SO-703713,2025-11-15,NA-East,DIST-APEX-EAST,SKU-8821,306,306,120.0,35251.2,DELIVERED
SLS-503715,SO-703714,2025-11-15,NA-East,DIST-TRI-STATE-OPS,SKU-4410,71,71,85.0,5793.6,DELIVERED
SLS-503716,SO-703715,2025-11-15,NA-East,DIST-SUNBELT-PARTS,SKU-4410,84,84,85.0,6854.4,DELIVERED
SLS-503717,SO-703716,2025-11-15,NA-East,DIST-SUNBELT-PARTS,SKU-4410,133,133,85.0,10852.8,DELIVERED
SLS-503718,SO-703717,2025-11-15,NA-East,DIST-MIDATL-SUPPLY,SKU-4410,338,338,85.0,27580.8,DELIVERED
SLS-503719,SO-703718,2025-11-15,NA-Central,DIST-MIDWEST-DIRECT,SKU-8821,145,145,120.0,16704.0,DELIVERED
SLS-503720,SO-703719,2025-11-15,NA-Central,DIST-GREATLAKES-SUPPLY,SKU-9930,91,91,150.0,13104.0,DELIVERED
SLS-503721,SO-703720,2025-11-15,NA-Central,DIST-MIDWEST-DIRECT,SKU-5520,164,164,110.0,17318.4,DELIVERED
SLS-503722,SO-703721,2025-11-15,NA-Central,DIST-TEXAS-COMMERCIAL,SKU-8821,198,198,120.0,22809.6,DELIVERED
SLS-503723,SO-703722,2025-11-15,NA-Central,DIST-GREATLAKES-SUPPLY,SKU-4410,130,130,85.0,10608.0,DELIVERED
SLS-503724,SO-703723,2025-11-15,NA-Central,DIST-GREATLAKES-SUPPLY,SKU-4410,141,141,85.0,11505.6,DELIVERED
SLS-503725,SO-703724,2025-11-15,NA-Central,DIST-GREATLAKES-SUPPLY,SKU-5520,72,72,110.0,7603.2,DELIVERED
SLS-503726,SO-703725,2025-11-15,NA-Central,DIST-TEXAS-COMMERCIAL,SKU-8821,209,209,120.0,24076.8,DELIVERED
SLS-503727,SO-703726,2025-11-15,NA-Central,DIST-MIDWEST-DIRECT,SKU-5520,181,181,110.0,19113.6,DELIVERED
SLS-503728,SO-703727,2025-11-15,NA-Central,DIST-MIDWEST-DIRECT,SKU-8821,182,182,120.0,20966.4,DELIVERED
SLS-503729,SO-703728,2025-11-15,NA-West,DIST-PACIFIC-LOGISTICS,SKU-5520,269,269,110.0,28406.4,DELIVERED
SLS-503730,SO-703729,2025-11-15,NA-West,DIST-CAL-ENTERPRISE,SKU-8821,340,340,120.0,39168.0,DELIVERED
SLS-503731,SO-703730,2025-11-15,NA-West,DIST-PACIFIC-LOGISTICS,SKU-9930,150,150,150.0,21600.0,DELIVERED
SLS-503732,SO-703731,2025-11-15,NA-West,DIST-PACIFIC-LOGISTICS,SKU-8821,214,214,120.0,24652.8,DELIVERED
SLS-503733,SO-703732,2025-11-15,NA-West,DIST-MOUNTAIN-PARTS,SKU-9930,165,165,150.0,23760.0,DELIVERED
SLS-503734,SO-703733,2025-11-15,NA-West,DIST-PACIFIC-LOGISTICS,SKU-2205,218,218,65.0,13603.2,DELIVERED
SLS-503735,SO-703734,2025-11-15,NA-West,DIST-MOUNTAIN-PARTS,SKU-4410,116,116,85.0,9465.6,DELIVERED
SLS-503736,SO-703735,2025-11-15,NA-West,DIST-MOUNTAIN-PARTS,SKU-8821,190,190,120.0,21888.0,DELIVERED
SLS-503737,SO-703736,2025-11-15,NA-West,DIST-CAL-ENTERPRISE,SKU-8821,309,309,120.0,35596.8,DELIVERED
SLS-503738,SO-703737,2025-11-16,NA-East,DIST-EMPIRE-IND,SKU-9930,227,227,150.0,32688.0,DELIVERED
SLS-503739,SO-703738,2025-11-16,NA-East,DIST-MIDATL-SUPPLY,SKU-4410,173,173,85.0,14116.8,DELIVERED
SLS-503740,SO-703739,2025-11-16,NA-East,DIST-COASTAL-WHOLESALE,SKU-2205,95,95,65.0,5928.0,DELIVERED
SLS-503741,SO-703740,2025-11-16,NA-East,DIST-COASTAL-WHOLESALE,SKU-4410,74,74,85.0,6038.4,DELIVERED
SLS-503742,SO-703741,2025-11-16,NA-East,DIST-SUNBELT-PARTS,SKU-4410,148,148,85.0,12076.8,DELIVERED
SLS-503743,SO-703742,2025-11-16,NA-East,DIST-EMPIRE-IND,SKU-8821,281,281,120.0,32371.2,DELIVERED
SLS-503744,SO-703743,2025-11-16,NA-Central,DIST-TEXAS-COMMERCIAL,SKU-5520,147,147,110.0,15523.2,DELIVERED
SLS-503745,SO-703744,2025-11-16,NA-Central,DIST-TEXAS-COMMERCIAL,SKU-4410,213,213,85.0,17380.8,DELIVERED
SLS-503746,SO-703745,2025-11-16,NA-Central,DIST-GREATLAKES-SUPPLY,SKU-4410,77,77,85.0,6283.2,DELIVERED
SLS-503747,SO-703746,2025-11-16,NA-Central,DIST-MIDWEST-DIRECT,SKU-8821,134,134,120.0,15436.8,DELIVERED
SLS-503748,SO-703747,2025-11-16,NA-Central,DIST-MIDWEST-DIRECT,SKU-8821,297,297,120.0,34214.4,DELIVERED
SLS-503749,SO-703748,2025-11-16,NA-Central,DIST-TEXAS-COMMERCIAL,SKU-9930,234,234,150.0,33696.0,DELIVERED
SLS-503750,SO-703749,2025-11-16,NA-Central,DIST-MIDWEST-DIRECT,SKU-4410,223,223,85.0,18196.8,DELIVERED
SLS-503751,SO-703750,2025-11-16,NA-Central,DIST-MIDWEST-DIRECT,SKU-4410,150,150,85.0,12240.0,DELIVERED
SLS-503752,SO-703751,2025-11-16,NA-West,DIST-MOUNTAIN-PARTS,SKU-9930,179,179,150.0,25776.0,DELIVERED
SLS-503753,SO-703752,2025-11-16,NA-West,DIST-MOUNTAIN-PARTS,SKU-9930,188,188,150.0,27072.0,DELIVERED
SLS-503754,SO-703753,2025-11-16,NA-West,DIST-CAL-ENTERPRISE,SKU-9930,177,177,150.0,25488.0,DELIVERED
SLS-503755,SO-703754,2025-11-16,NA-West,DIST-CAL-ENTERPRISE,SKU-4410,186,186,85.0,15177.6,DELIVERED
SLS-503756,SO-703755,2025-11-16,NA-West,DIST-CAL-ENTERPRISE,SKU-8821,141,141,120.0,16243.2,DELIVERED
SLS-503757,SO-703756,2025-11-16,NA-West,DIST-MOUNTAIN-PARTS,SKU-2205,89,89,65.0,5553.6,DELIVERED
SLS-503758,SO-703757,2025-11-16,NA-West,DIST-MOUNTAIN-PARTS,SKU-9930,108,108,150.0,15552.0,DELIVERED
SLS-503759,SO-703758,2025-11-16,NA-West,DIST-MOUNTAIN-PARTS,SKU-4410,81,81,85.0,6609.6,DELIVERED
SLS-503760,SO-703759,2025-11-16,NA-West,DIST-MOUNTAIN-PARTS,SKU-4410,168,168,85.0,13708.8,DELIVERED
SLS-503761,SO-703760,2025-11-17,NA-East,DIST-COASTAL-WHOLESALE,SKU-8821,156,156,120.0,17971.2,DELIVERED
SLS-503762,SO-703761,2025-11-17,NA-East,DIST-APEX-EAST,SKU-8821,138,138,120.0,15897.6,DELIVERED
SLS-503763,SO-703762,2025-11-17,NA-East,DIST-EMPIRE-IND,SKU-8821,142,142,120.0,16358.4,DELIVERED
SLS-503764,SO-703763,2025-11-17,NA-East,DIST-COASTAL-WHOLESALE,SKU-8821,101,101,120.0,11635.2,DELIVERED
SLS-503765,SO-703764,2025-11-17,NA-East,DIST-APEX-EAST,SKU-5520,224,224,110.0,23654.4,DELIVERED
SLS-503766,SO-703765,2025-11-17,NA-East,DIST-APEX-EAST,SKU-5520,310,310,110.0,32736.0,DELIVERED
SLS-503767,SO-703766,2025-11-17,NA-East,DIST-EMPIRE-IND,SKU-9930,141,141,150.0,20304.0,DELIVERED
SLS-503768,SO-703767,2025-11-17,NA-Central,DIST-TEXAS-COMMERCIAL,SKU-4410,172,172,85.0,14035.2,DELIVERED
SLS-503769,SO-703768,2025-11-17,NA-Central,DIST-GREATLAKES-SUPPLY,SKU-4410,176,176,85.0,14361.6,DELIVERED
SLS-503770,SO-703769,2025-11-17,NA-Central,DIST-TEXAS-COMMERCIAL,SKU-4410,172,172,85.0,14035.2,DELIVERED
SLS-503771,SO-703770,2025-11-17,NA-Central,DIST-MIDWEST-DIRECT,SKU-9930,315,315,150.0,45360.0,DELIVERED
SLS-503772,SO-703771,2025-11-17,NA-Central,DIST-TEXAS-COMMERCIAL,SKU-4410,285,285,85.0,23256.0,DELIVERED
SLS-503773,SO-703772,2025-11-17,NA-Central,DIST-GREATLAKES-SUPPLY,SKU-8821,141,141,120.0,16243.2,DELIVERED
SLS-503774,SO-703773,2025-11-17,NA-Central,DIST-GREATLAKES-SUPPLY,SKU-9930,125,125,150.0,18000.0,DELIVERED
SLS-503775,SO-703774,2025-11-17,NA-Central,DIST-TEXAS-COMMERCIAL,SKU-5520,297,297,110.0,31363.2,DELIVERED
SLS-503776,SO-703775,2025-11-17,NA-Central,DIST-TEXAS-COMMERCIAL,SKU-8821,252,252,120.0,29030.4,DELIVERED
SLS-503777,SO-703776,2025-11-17,NA-Central,DIST-MIDWEST-DIRECT,SKU-5520,153,153,110.0,16156.8,DELIVERED
SLS-503778,SO-703777,2025-11-17,NA-Central,DIST-TEXAS-COMMERCIAL,SKU-4410,155,155,85.0,12648.0,DELIVERED
SLS-503779,SO-703778,2025-11-17,NA-West,DIST-PACIFIC-LOGISTICS,SKU-4410,286,286,85.0,23337.6,DELIVERED
SLS-503780,SO-703779,2025-11-17,NA-West,DIST-MOUNTAIN-PARTS,SKU-8821,139,139,120.0,16012.8,DELIVERED
SLS-503781,SO-703780,2025-11-17,NA-West,DIST-MOUNTAIN-PARTS,SKU-8821,159,159,120.0,18316.8,DELIVERED
SLS-503782,SO-703781,2025-11-17,NA-West,DIST-PACIFIC-LOGISTICS,SKU-8821,228,228,120.0,26265.6,DELIVERED
SLS-503783,SO-703782,2025-11-17,NA-West,DIST-PACIFIC-LOGISTICS,SKU-8821,218,218,120.0,25113.6,DELIVERED
SLS-503784,SO-703783,2025-11-17,NA-West,DIST-PACIFIC-LOGISTICS,SKU-9930,309,309,150.0,44496.0,DELIVERED
SLS-503785,SO-703784,2025-11-17,NA-West,DIST-PACIFIC-LOGISTICS,SKU-8821,149,149,120.0,17164.8,DELIVERED
SLS-503786,SO-703785,2025-11-18,NA-East,DIST-TRI-STATE-OPS,SKU-4410,85,85,85.0,6936.0,DELIVERED
