po_id,order_date,region,distributor_id,distributor_tier,total_order_value,order_status,deferral_reason,expected_delivery_date
PO-DIST-1192,2025-08-25,NA-East,DIST-APEX-EAST,TIER_1_STRATEGIC,392447.0,FULFILLED,,2025-09-15
PO-DIST-1193,2025-08-25,NA-East,DIST-MIDATL-SUPPLY,TIER_1_STRATEGIC,225035.0,FULFILLED,,2025-09-13
PO-DIST-1194,2025-08-25,NA-East,DIST-EMPIRE-IND,TIER_1_STRATEGIC,367131.0,FULFILLED,,2025-09-08
PO-DIST-1195,2025-08-25,NA-Central,DIST-GREATLAKES-SUPPLY,TIER_2_REGIONAL,137620.0,FULFILLED,,2025-09-11
PO-DIST-1196,2025-08-25,NA-Central,DIST-TEXAS-COMMERCIAL,TIER_1_STRATEGIC,361051.0,FULFILLED,,2025-09-14
PO-DIST-1197,2025-08-25,NA-West,DIST-PACIFIC-LOGISTICS,TIER_1_STRATEGIC,265591.0,SUBMITTED,,2025-09-07
PO-DIST-1198,2025-08-25,NA-West,DIST-CAL-ENTERPRISE,TIER_1_STRATEGIC,307858.0,FULFILLED,,2025-09-10
PO-DIST-1199,2025-08-25,NA-West,DIST-MOUNTAIN-PARTS,TIER_2_REGIONAL,150444.0,FULFILLED,,2025-09-08
PO-DIST-1200,2025-08-27,NA-East,DIST-APEX-EAST,TIER_1_STRATEGIC,267220.0,SUBMITTED,,2025-09-17
PO-DIST-1201,2025-08-27,NA-East,DIST-MIDATL-SUPPLY,TIER_1_STRATEGIC,338034.0,FULFILLED,,2025-09-09
PO-DIST-1202,2025-08-27,NA-East,DIST-EMPIRE-IND,TIER_1_STRATEGIC,476378.0,FULFILLED,,2025-09-08
PO-DIST-1203,2025-08-27,NA-East,DIST-COASTAL-WHOLESALE,TIER_2_REGIONAL,116186.0,FULFILLED,,2025-09-16
PO-DIST-1204,2025-08-27,NA-East,DIST-TRI-STATE-OPS,TIER_3_LOCAL,127741.0,FULFILLED,,2025-09-12
PO-DIST-1205,2025-08-27,NA-Central,DIST-MIDWEST-DIRECT,TIER_1_STRATEGIC,460358.0,FULFILLED,,2025-09-11
PO-DIST-1206,2025-08-27,NA-Central,DIST-TEXAS-COMMERCIAL,TIER_1_STRATEGIC,448220.0,FULFILLED,,2025-09-10
PO-DIST-1207,2025-08-27,NA-West,DIST-PACIFIC-LOGISTICS,TIER_1_STRATEGIC,257017.0,FULFILLED,,2025-09-15
PO-DIST-1208,2025-08-27,NA-West,DIST-CAL-ENTERPRISE,TIER_1_STRATEGIC,223788.0,FULFILLED,,2025-09-10
PO-DIST-1209,2025-08-27,NA-West,DIST-MOUNTAIN-PARTS,TIER_2_REGIONAL,74126.0,FULFILLED,,2025-09-07
PO-DIST-1210,2025-08-29,NA-East,DIST-APEX-EAST,TIER_1_STRATEGIC,365722.0,FULFILLED,,2025-09-14
PO-DIST-1211,2025-08-29,NA-East,DIST-MIDATL-SUPPLY,TIER_1_STRATEGIC,238795.0,FULFILLED,,2025-09-13
PO-DIST-1212,2025-08-29,NA-East,DIST-EMPIRE-IND,TIER_1_STRATEGIC,311720.0,FULFILLED,,2025-09-18
PO-DIST-1213,2025-08-29,NA-East,DIST-TRI-STATE-OPS,TIER_3_LOCAL,140449.0,FULFILLED,,2025-09-15
PO-DIST-1214,2025-08-29,NA-West,DIST-PACIFIC-LOGISTICS,TIER_1_STRATEGIC,407145.0,FULFILLED,,2025-09-16
PO-DIST-1215,2025-08-29,NA-West,DIST-CAL-ENTERPRISE,TIER_1_STRATEGIC,430500.0,FULFILLED,,2025-09-09
PO-DIST-1216,2025-09-01,NA-East,DIST-APEX-EAST,TIER_1_STRATEGIC,440781.0,FULFILLED,,2025-09-20
PO-DIST-1217,2025-09-01,NA-East,DIST-MIDATL-SUPPLY,TIER_1_STRATEGIC,316616.0,FULFILLED,,2025-09-19
PO-DIST-1218,2025-09-01,NA-East,DIST-EMPIRE-IND,TIER_1_STRATEGIC,466056.0,FULFILLED,,2025-09-19
PO-DIST-1219,2025-09-01,NA-East,DIST-SUNBELT-PARTS,TIER_2_REGIONAL,65666.0,FULFILLED,,2025-09-15
PO-DIST-1220,2025-09-01,NA-East,DIST-TRI-STATE-OPS,TIER_3_LOCAL,151070.0,FULFILLED,,2025-09-13
PO-DIST-1221,2025-09-01,NA-Central,DIST-MIDWEST-DIRECT,TIER_1_STRATEGIC,466420.0,FULFILLED,,2025-09-13
PO-DIST-1222,2025-09-01,NA-Central,DIST-GREATLAKES-SUPPLY,TIER_2_REGIONAL,123252.0,FULFILLED,,2025-09-21
PO-DIST-1223,2025-09-01,NA-Central,DIST-TEXAS-COMMERCIAL,TIER_1_STRATEGIC,409062.0,FULFILLED,,2025-09-15
PO-DIST-1224,2025-09-01,NA-West,DIST-PACIFIC-LOGISTICS,TIER_1_STRATEGIC,433666.0,FULFILLED,,2025-09-21
PO-DIST-1225,2025-09-01,NA-West,DIST-CAL-ENTERPRISE,TIER_1_STRATEGIC,413460.0,FULFILLED,,2025-09-11
PO-DIST-1226,2025-09-01,NA-West,DIST-MOUNTAIN-PARTS,TIER_2_REGIONAL,110411.0,FULFILLED,,2025-09-22
PO-DIST-1227,2025-09-03,NA-East,DIST-APEX-EAST,TIER_1_STRATEGIC,314884.0,FULFILLED,,2025-09-13
PO-DIST-1228,2025-09-03,NA-East,DIST-MIDATL-SUPPLY,TIER_1_STRATEGIC,363405.0,FULFILLED,,2025-09-16
PO-DIST-1229,2025-09-03,NA-East,DIST-SUNBELT-PARTS,TIER_2_REGIONAL,140974.0,FULFILLED,,2025-09-13
PO-DIST-1230,2025-09-03,NA-Central,DIST-MIDWEST-DIRECT,TIER_1_STRATEGIC,262370.0,FULFILLED,,2025-09-18
PO-DIST-1231,2025-09-03,NA-Central,DIST-GREATLAKES-SUPPLY,TIER_2_REGIONAL,126320.0,FULFILLED,,2025-09-24
PO-DIST-1232,2025-09-03,NA-Central,DIST-TEXAS-COMMERCIAL,TIER_1_STRATEGIC,332815.0,FULFILLED,,2025-09-22
PO-DIST-1233,2025-09-03,NA-West,DIST-PACIFIC-LOGISTICS,TIER_1_STRATEGIC,431877.0,FULFILLED,,2025-09-22
PO-DIST-1234,2025-09-03,NA-West,DIST-CAL-ENTERPRISE,TIER_1_STRATEGIC,379555.0,FULFILLED,,2025-09-14
PO-DIST-1235,2025-09-03,NA-West,DIST-MOUNTAIN-PARTS,TIER_2_REGIONAL,125093.0,FULFILLED,,2025-09-14
PO-DIST-1236,2025-09-05,NA-East,DIST-APEX-EAST,TIER_1_STRATEGIC,242520.0,FULFILLED,,2025-09-15
PO-DIST-1237,2025-09-05,NA-East,DIST-MIDATL-SUPPLY,TIER_1_STRATEGIC,261109.0,FULFILLED,,2025-09-19
PO-DIST-1238,2025-09-05,NA-East,DIST-EMPIRE-IND,TIER_1_STRATEGIC,265646.0,FULFILLED,,2025-09-19
PO-DIST-1239,2025-09-05,NA-East,DIST-TRI-STATE-OPS,TIER_3_LOCAL,79768.0,FULFILLED,,2025-09-15
PO-DIST-1240,2025-09-05,NA-Central,DIST-MIDWEST-DIRECT,TIER_1_STRATEGIC,248713.0,FULFILLED,,2025-09-22
PO-DIST-1241,2025-09-05,NA-Central,DIST-GREATLAKES-SUPPLY,TIER_2_REGIONAL,101212.0,FULFILLED,,2025-09-25
PO-DIST-1242,2025-09-05,NA-Central,DIST-TEXAS-COMMERCIAL,TIER_1_STRATEGIC,222765.0,FULFILLED,,2025-09-17
PO-DIST-1243,2025-09-05,NA-West,DIST-PACIFIC-LOGISTICS,TIER_1_STRATEGIC,364192.0,FULFILLED,,2025-09-18
PO-DIST-1244,2025-09-05,NA-West,DIST-CAL-ENTERPRISE,TIER_1_STRATEGIC,355458.0,FULFILLED,,2025-09-22
PO-DIST-1245,2025-09-05,NA-West,DIST-MOUNTAIN-PARTS,TIER_2_REGIONAL,73353.0,FULFILLED,,2025-09-18
PO-DIST-1246,2025-09-08,NA-East,DIST-APEX-EAST,TIER_1_STRATEGIC,289701.0,FULFILLED,,2025-09-18
PO-DIST-1247,2025-09-08,NA-East,DIST-MIDATL-SUPPLY,TIER_1_STRATEGIC,284344.0,FULFILLED,,2025-09-21
PO-DIST-1248,2025-09-08,NA-East,DIST-SUNBELT-PARTS,TIER_2_REGIONAL,76421.0,FULFILLED,,2025-09-29
PO-DIST-1249,2025-09-08,NA-Central,DIST-MIDWEST-DIRECT,TIER_1_STRATEGIC,342722.0,FULFILLED,,2025-09-18
PO-DIST-1250,2025-09-08,NA-Central,DIST-GREATLAKES-SUPPLY,TIER_2_REGIONAL,96495.0,FULFILLED,,2025-09-26
PO-DIST-1251,2025-09-08,NA-Central,DIST-TEXAS-COMMERCIAL,TIER_1_STRATEGIC,181796.0,FULFILLED,,2025-09-18
PO-DIST-1252,2025-09-08,NA-West,DIST-PACIFIC-LOGISTICS,TIER_1_STRATEGIC,361575.0,FULFILLED,,2025-09-29
PO-DIST-1253,2025-09-08,NA-West,DIST-CAL-ENTERPRISE,TIER_1_STRATEGIC,426155.0,FULFILLED,,2025-09-21
PO-DIST-1254,2025-09-08,NA-West,DIST-MOUNTAIN-PARTS,TIER_2_REGIONAL,150744.0,FULFILLED,,2025-09-19
PO-DIST-1255,2025-09-10,NA-East,DIST-MIDATL-SUPPLY,TIER_1_STRATEGIC,395589.0,FULFILLED,,2025-09-25
PO-DIST-1256,2025-09-10,NA-East,DIST-EMPIRE-IND,TIER_1_STRATEGIC,235635.0,FULFILLED,,2025-09-26
PO-DIST-1257,2025-09-10,NA-East,DIST-TRI-STATE-OPS,TIER_3_LOCAL,120090.0,FULFILLED,,2025-10-01
PO-DIST-1258,2025-09-10,NA-Central,DIST-MIDWEST-DIRECT,TIER_1_STRATEGIC,350507.0,FULFILLED,,2025-09-24
PO-DIST-1259,2025-09-10,NA-Central,DIST-GREATLAKES-SUPPLY,TIER_2_REGIONAL,68257.0,FULFILLED,,2025-09-23
PO-DIST-1260,2025-09-10,NA-Central,DIST-TEXAS-COMMERCIAL,TIER_1_STRATEGIC,300982.0,FULFILLED,,2025-09-23
PO-DIST-1261,2025-09-10,NA-West,DIST-PACIFIC-LOGISTICS,TIER_1_STRATEGIC,478418.0,FULFILLED,,2025-09-30
PO-DIST-1262,2025-09-10,NA-West,DIST-CAL-ENTERPRISE,TIER_1_STRATEGIC,472511.0,FULFILLED,,2025-09-30
PO-DIST-1263,2025-09-10,NA-West,DIST-MOUNTAIN-PARTS,TIER_2_REGIONAL,72894.0,FULFILLED,,2025-09-21
PO-DIST-1264,2025-09-12,NA-East,DIST-APEX-EAST,TIER_1_STRATEGIC,257788.0,FULFILLED,,2025-09-27
PO-DIST-1265,2025-09-12,NA-East,DIST-MIDATL-SUPPLY,TIER_1_STRATEGIC,230235.0,FULFILLED,,2025-09-29
PO-DIST-1266,2025-09-12,NA-East,DIST-EMPIRE-IND,TIER_1_STRATEGIC,477058.0,FULFILLED,,2025-09-27
PO-DIST-1267,2025-09-12,NA-East,DIST-COASTAL-WHOLESALE,TIER_2_REGIONAL,139903.0,FULFILLED,,2025-09-24
PO-DIST-1268,2025-09-12,NA-East,DIST-SUNBELT-PARTS,TIER_2_REGIONAL,150964.0,FULFILLED,,2025-10-03
PO-DIST-1269,2025-09-12,NA-East,DIST-TRI-STATE-OPS,TIER_3_LOCAL,66604.0,FULFILLED,,2025-10-01
PO-DIST-1270,2025-09-12,NA-Central,DIST-MIDWEST-DIRECT,TIER_1_STRATEGIC,290330.0,FULFILLED,,2025-10-03
PO-DIST-1271,2025-09-12,NA-West,DIST-PACIFIC-LOGISTICS,TIER_1_STRATEGIC,344472.0,FULFILLED,,2025-09-28
PO-DIST-1272,2025-09-12,NA-West,DIST-MOUNTAIN-PARTS,TIER_2_REGIONAL,146377.0,FULFILLED,,2025-09-28
PO-DIST-1273,2025-09-15,NA-East,DIST-APEX-EAST,TIER_1_STRATEGIC,280617.0,FULFILLED,,2025-09-26
PO-DIST-1274,2025-09-15,NA-East,DIST-COASTAL-WHOLESALE,TIER_2_REGIONAL,111525.0,SUBMITTED,,2025-09-29
PO-DIST-1275,2025-09-15,NA-East,DIST-SUNBELT-PARTS,TIER_2_REGIONAL,148703.0,FULFILLED,,2025-09-28
PO-DIST-1276,2025-09-15,NA-Central,DIST-MIDWEST-DIRECT,TIER_1_STRATEGIC,421014.0,FULFILLED,,2025-09-27
PO-DIST-1277,2025-09-15,NA-Central,DIST-TEXAS-COMMERCIAL,TIER_1_STRATEGIC,220614.0,FULFILLED,,2025-09-26
PO-DIST-1278,2025-09-15,NA-West,DIST-PACIFIC-LOGISTICS,TIER_1_STRATEGIC,477757.0,FULFILLED,,2025-09-25
PO-DIST-1279,2025-09-15,NA-West,DIST-CAL-ENTERPRISE,TIER_1_STRATEGIC,342501.0,FULFILLED,,2025-09-25
PO-DIST-1280,2025-09-15,NA-West,DIST-MOUNTAIN-PARTS,TIER_2_REGIONAL,144304.0,FULFILLED,,2025-10-02
PO-DIST-1281,2025-09-17,NA-East,DIST-APEX-EAST,TIER_1_STRATEGIC,449279.0,FULFILLED,,2025-09-30
PO-DIST-1282,2025-09-17,NA-East,DIST-EMPIRE-IND,TIER_1_STRATEGIC,329797.0,FULFILLED,,2025-10-01
PO-DIST-1283,2025-09-17,NA-East,DIST-TRI-STATE-OPS,TIER_3_LOCAL,70452.0,FULFILLED,,2025-10-01
PO-DIST-1284,2025-09-17,NA-Central,DIST-MIDWEST-DIRECT,TIER_1_STRATEGIC,193065.0,FULFILLED,,2025-10-05
PO-DIST-1285,2025-09-17,NA-Central,DIST-TEXAS-COMMERCIAL,TIER_1_STRATEGIC,381092.0,SUBMITTED,,2025-10-03
PO-DIST-1286,2025-09-17,NA-West,DIST-PACIFIC-LOGISTICS,TIER_1_STRATEGIC,364653.0,FULFILLED,,2025-10-04
PO-DIST-1287,2025-09-17,NA-West,DIST-CAL-ENTERPRISE,TIER_1_STRATEGIC,313341.0,FULFILLED,,2025-09-28
PO-DIST-1288,2025-09-19,NA-East,DIST-APEX-EAST,TIER_1_STRATEGIC,207484.0,FULFILLED,,2025-10-04
PO-DIST-1289,2025-09-19,NA-East,DIST-MIDATL-SUPPLY,TIER_1_STRATEGIC,195234.0,FULFILLED,,2025-10-01
PO-DIST-1290,2025-09-19,NA-East,DIST-EMPIRE-IND,TIER_1_STRATEGIC,319556.0,FULFILLED,,2025-09-29
PO-DIST-1291,2025-09-19,NA-East,DIST-COASTAL-WHOLESALE,TIER_2_REGIONAL,102315.0,FULFILLED,,2025-10-07
PO-DIST-1292,2025-09-19,NA-Central,DIST-MIDWEST-DIRECT,TIER_1_STRATEGIC,377413.0,FULFILLED,,2025-10-04
PO-DIST-1293,2025-09-19,NA-Central,DIST-GREATLAKES-SUPPLY,TIER_2_REGIONAL,156759.0,FULFILLED,,2025-10-07
PO-DIST-1294,2025-09-19,NA-Central,DIST-TEXAS-COMMERCIAL,TIER_1_STRATEGIC,263428.0,FULFILLED,,2025-10-04
PO-DIST-1295,2025-09-19,NA-West,DIST-PACIFIC-LOGISTICS,TIER_1_STRATEGIC,439756.0,FULFILLED,,2025-10-01
PO-DIST-1296,2025-09-19,NA-West,DIST-CAL-ENTERPRISE,TIER_1_STRATEGIC,386277.0,FULFILLED,,2025-10-09
PO-DIST-1297,2025-09-19,NA-West,DIST-MOUNTAIN-PARTS,TIER_2_REGIONAL,117194.0,FULFILLED,,2025-10-01
PO-DIST-1298,2025-09-22,NA-East,DIST-APEX-EAST,TIER_1_STRATEGIC,285689.0,FULFILLED,,2025-10-06
PO-DIST-1299,2025-09-22,NA-East,DIST-MIDATL-SUPPLY,TIER_1_STRATEGIC,242818.0,FULFILLED,,2025-10-02
PO-DIST-1300,2025-09-22,NA-East,DIST-EMPIRE-IND,TIER_1_STRATEGIC,282972.0,FULFILLED,,2025-10-06
PO-DIST-1301,2025-09-22,NA-East,DIST-SUNBELT-PARTS,TIER_2_REGIONAL,88176.0,FULFILLED,,2025-10-07
PO-DIST-1302,2025-09-22,NA-Central,DIST-MIDWEST-DIRECT,TIER_1_STRATEGIC,405874.0,FULFILLED,,2025-10-10
PO-DIST-1303,2025-09-22,NA-West,DIST-PACIFIC-LOGISTICS,TIER_1_STRATEGIC,202840.0,FULFILLED,,2025-10-05
PO-DIST-1304,2025-09-22,NA-West,DIST-CAL-ENTERPRISE,TIER_1_STRATEGIC,223097.0,FULFILLED,,2025-10-07
PO-DIST-1305,2025-09-24,NA-East,DIST-APEX-EAST,TIER_1_STRATEGIC,362860.0,FULFILLED,,2025-10-12
PO-DIST-1306,2025-09-24,NA-East,DIST-MIDATL-SUPPLY,TIER_1_STRATEGIC,209886.0,FULFILLED,,2025-10-08
PO-DIST-1307,2025-09-24,NA-East,DIST-EMPIRE-IND,TIER_1_STRATEGIC,417644.0,FULFILLED,,2025-10-13
PO-DIST-1308,2025-09-24,NA-East,DIST-COASTAL-WHOLESALE,TIER_2_REGIONAL,134044.0,FULFILLED,,2025-10-14
PO-DIST-1309,2025-09-24,NA-East,DIST-SUNBELT-PARTS,TIER_2_REGIONAL,149592.0,FULFILLED,,2025-10-09
PO-DIST-1310,2025-09-24,NA-East,DIST-TRI-STATE-OPS,TIER_3_LOCAL,133859.0,FULFILLED,,2025-10-04
PO-DIST-1311,2025-09-24,NA-Central,DIST-MIDWEST-DIRECT,TIER_1_STRATEGIC,379744.0,FULFILLED,,2025-10-10
PO-DIST-1312,2025-09-24,NA-Central,DIST-TEXAS-COMMERCIAL,TIER_1_STRATEGIC,244951.0,FULFILLED,,2025-10-06
PO-DIST-1313,2025-09-24,NA-West,DIST-PACIFIC-LOGISTICS,TIER_1_STRATEGIC,409049.0,FULFILLED,,2025-10-04
PO-DIST-1314,2025-09-24,NA-West,DIST-CAL-ENTERPRISE,TIER_1_STRATEGIC,320091.0,FULFILLED,,2025-10-09
PO-DIST-1315,2025-09-24,NA-West,DIST-MOUNTAIN-PARTS,TIER_2_REGIONAL,104387.0,FULFILLED,,2025-10-15
PO-DIST-1316,2025-09-26,NA-East,DIST-APEX-EAST,TIER_1_STRATEGIC,381535.0,FULFILLED,,2025-10-13
PO-DIST-1317,2025-09-26,NA-East,DIST-MIDATL-SUPPLY,TIER_1_STRATEGIC,423389.0,FULFILLED,,2025-10-15
PO-DIST-1318,2025-09-26,NA-East,DIST-EMPIRE-IND,TIER_1_STRATEGIC,281062.0,FULFILLED,,2025-10-10
PO-DIST-1319,2025-09-26,NA-East,DIST-SUNBELT-PARTS,TIER_2_REGIONAL,119957.0,FULFILLED,,2025-10-14
PO-DIST-1320,2025-09-26,NA-Central,DIST-MIDWEST-DIRECT,TIER_1_STRATEGIC,279221.0,FULFILLED,,2025-10-10
PO-DIST-1321,2025-09-26,NA-Central,DIST-GREATLAKES-SUPPLY,TIER_2_REGIONAL,65233.0,FULFILLED,,2025-10-08
PO-DIST-1322,2025-09-26,NA-Central,DIST-TEXAS-COMMERCIAL,TIER_1_STRATEGIC,403589.0,FULFILLED,,2025-10-10
PO-DIST-1323,2025-09-26,NA-West,DIST-PACIFIC-LOGISTICS,TIER_1_STRATEGIC,303629.0,FULFILLED,,2025-10-12
PO-DIST-1324,2025-09-26,NA-West,DIST-CAL-ENTERPRISE,TIER_1_STRATEGIC,410823.0,FULFILLED,,2025-10-15
PO-DIST-1325,2025-09-29,NA-East,DIST-APEX-EAST,TIER_1_STRATEGIC,310538.0,FULFILLED,,2025-10-09
PO-DIST-1326,2025-09-29,NA-East,DIST-EMPIRE-IND,TIER_1_STRATEGIC,180382.0,FULFILLED,,2025-10-13
PO-DIST-1327,2025-09-29,NA-East,DIST-COASTAL-WHOLESALE,TIER_2_REGIONAL,74766.0,FULFILLED,,2025-10-11
PO-DIST-1328,2025-09-29,NA-East,DIST-SUNBELT-PARTS,TIER_2_REGIONAL,133186.0,FULFILLED,,2025-10-19
PO-DIST-1329,2025-09-29,NA-East,DIST-TRI-STATE-OPS,TIER_3_LOCAL,121393.0,FULFILLED,,2025-10-17
PO-DIST-1330,2025-09-29,NA-Central,DIST-MIDWEST-DIRECT,TIER_1_STRATEGIC,421708.0,FULFILLED,,2025-10-18
PO-DIST-1331,2025-09-29,NA-Central,DIST-TEXAS-COMMERCIAL,TIER_1_STRATEGIC,182674.0,FULFILLED,,2025-10-16
PO-DIST-1332,2025-09-29,NA-West,DIST-PACIFIC-LOGISTICS,TIER_1_STRATEGIC,358615.0,FULFILLED,,2025-10-17
PO-DIST-1333,2025-09-29,NA-West,DIST-CAL-ENTERPRISE,TIER_1_STRATEGIC,452811.0,FULFILLED,,2025-10-09
PO-DIST-1334,2025-09-29,NA-West,DIST-MOUNTAIN-PARTS,TIER_2_REGIONAL,149980.0,SUBMITTED,,2025-10-11
PO-DIST-1335,2025-10-01,NA-East,DIST-APEX-EAST,TIER_1_STRATEGIC,310783.0,FULFILLED,,2025-10-17
PO-DIST-1336,2025-10-01,NA-East,DIST-MIDATL-SUPPLY,TIER_1_STRATEGIC,324996.0,FULFILLED,,2025-10-20
PO-DIST-1337,2025-10-01,NA-East,DIST-EMPIRE-IND,TIER_1_STRATEGIC,330704.0,FULFILLED,,2025-10-11
PO-DIST-1338,2025-10-01,NA-Central,DIST-MIDWEST-DIRECT,TIER_1_STRATEGIC,184658.0,FULFILLED,,2025-10-11
PO-DIST-1339,2025-10-01,NA-Central,DIST-GREATLAKES-SUPPLY,TIER_2_REGIONAL,109745.0,FULFILLED,,2025-10-19
PO-DIST-1340,2025-10-01,NA-Central,DIST-TEXAS-COMMERCIAL,TIER_1_STRATEGIC,198963.0,FULFILLED,,2025-10-14
PO-DIST-1341,2025-10-01,NA-West,DIST-PACIFIC-LOGISTICS,TIER_1_STRATEGIC,327000.0,FULFILLED,,2025-10-14
PO-DIST-1342,2025-10-01,NA-West,DIST-CAL-ENTERPRISE,TIER_1_STRATEGIC,360054.0,FULFILLED,,2025-10-12
PO-DIST-1343,2025-10-01,NA-West,DIST-MOUNTAIN-PARTS,TIER_2_REGIONAL,68251.0,FULFILLED,,2025-10-21
PO-DIST-1344,2025-10-03,NA-East,DIST-MIDATL-SUPPLY,TIER_1_STRATEGIC,273464.0,FULFILLED,,2025-10-19
PO-DIST-1345,2025-10-03,NA-East,DIST-COASTAL-WHOLESALE,TIER_2_REGIONAL,102066.0,FULFILLED,,2025-10-13
PO-DIST-1346,2025-10-03,NA-East,DIST-SUNBELT-PARTS,TIER_2_REGIONAL,63316.0,FULFILLED,,2025-10-20
PO-DIST-1347,2025-10-03,NA-Central,DIST-MIDWEST-DIRECT,TIER_1_STRATEGIC,198070.0,FULFILLED,,2025-10-22
PO-DIST-1348,2025-10-03,NA-Central,DIST-TEXAS-COMMERCIAL,TIER_1_STRATEGIC,437630.0,FULFILLED,,2025-10-22
PO-DIST-1349,2025-10-03,NA-West,DIST-PACIFIC-LOGISTICS,TIER_1_STRATEGIC,256793.0,FULFILLED,,2025-10-21
PO-DIST-1350,2025-10-03,NA-West,DIST-CAL-ENTERPRISE,TIER_1_STRATEGIC,267304.0,FULFILLED,,2025-10-18
PO-DIST-1351,2025-10-06,NA-East,DIST-APEX-EAST,TIER_1_STRATEGIC,412307.0,FULFILLED,,2025-10-22
PO-DIST-1352,2025-10-06,NA-East,DIST-EMPIRE-IND,TIER_1_STRATEGIC,349292.0,FULFILLED,,2025-10-21
PO-DIST-1353,2025-10-06,NA-East,DIST-SUNBELT-PARTS,TIER_2_REGIONAL,80213.0,FULFILLED,,2025-10-20
PO-DIST-1354,2025-10-06,NA-East,DIST-TRI-STATE-OPS,TIER_3_LOCAL,112717.0,FULFILLED,,2025-10-21
PO-DIST-1355,2025-10-06,NA-Central,DIST-MIDWEST-DIRECT,TIER_1_STRATEGIC,340565.0,FULFILLED,,2025-10-20
PO-DIST-1356,2025-10-06,NA-Central,DIST-GREATLAKES-SUPPLY,TIER_2_REGIONAL,130885.0,FULFILLED,,2025-10-19
PO-DIST-1357,2025-10-06,NA-Central,DIST-TEXAS-COMMERCIAL,TIER_1_STRATEGIC,315786.0,FULFILLED,,2025-10-25
PO-DIST-1358,2025-10-06,NA-West,DIST-PACIFIC-LOGISTICS,TIER_1_STRATEGIC,312342.0,FULFILLED,,2025-10-19
PO-DIST-1359,2025-10-06,NA-West,DIST-CAL-ENTERPRISE,TIER_1_STRATEGIC,280659.0,FULFILLED,,2025-10-24
PO-DIST-1360,2025-10-06,NA-West,DIST-MOUNTAIN-PARTS,TIER_2_REGIONAL,112394.0,FULFILLED,,2025-10-20
PO-DIST-1361,2025-10-08,NA-East,DIST-APEX-EAST,TIER_1_STRATEGIC,305967.0,SUBMITTED,,2025-10-27
PO-DIST-1362,2025-10-08,NA-East,DIST-MIDATL-SUPPLY,TIER_1_STRATEGIC,327347.0,FULFILLED,,2025-10-23
PO-DIST-1363,2025-10-08,NA-East,DIST-EMPIRE-IND,TIER_1_STRATEGIC,273551.0,FULFILLED,,2025-10-21
PO-DIST-1364,2025-10-08,NA-East,DIST-COASTAL-WHOLESALE,TIER_2_REGIONAL,151108.0,FULFILLED,,2025-10-22
PO-DIST-1365,2025-10-08,NA-Central,DIST-MIDWEST-DIRECT,TIER_1_STRATEGIC,419563.0,FULFILLED,,2025-10-18
PO-DIST-1366,2025-10-08,NA-Central,DIST-GREATLAKES-SUPPLY,TIER_2_REGIONAL,61272.0,FULFILLED,,2025-10-19
PO-DIST-1367,2025-10-08,NA-West,DIST-CAL-ENTERPRISE,TIER_1_STRATEGIC,460614.0,FULFILLED,,2025-10-27
PO-DIST-1368,2025-10-08,NA-West,DIST-MOUNTAIN-PARTS,TIER_2_REGIONAL,134919.0,FULFILLED,,2025-10-25
PO-DIST-1369,2025-10-10,NA-East,DIST-APEX-EAST,TIER_1_STRATEGIC,446494.0,FULFILLED,,2025-10-26
PO-DIST-1370,2025-10-10,NA-East,DIST-MIDATL-SUPPLY,TIER_1_STRATEGIC,465893.0,FULFILLED,,2025-10-21
PO-DIST-1371,2025-10-10,NA-East,DIST-EMPIRE-IND,TIER_1_STRATEGIC,268046.0,FULFILLED,,2025-10-23
PO-DIST-1372,2025-10-10,NA-East,DIST-TRI-STATE-OPS,TIER_3_LOCAL,76561.0,FULFILLED,,2025-10-23
PO-DIST-1373,2025-10-10,NA-Central,DIST-MIDWEST-DIRECT,TIER_1_STRATEGIC,239955.0,FULFILLED,,2025-10-22
PO-DIST-1374,2025-10-10,NA-Central,DIST-TEXAS-COMMERCIAL,TIER_1_STRATEGIC,318373.0,FULFILLED,,2025-10-24
PO-DIST-1375,2025-10-10,NA-West,DIST-PACIFIC-LOGISTICS,TIER_1_STRATEGIC,477188.0,FULFILLED,,2025-10-24
PO-DIST-1376,2025-10-10,NA-West,DIST-CAL-ENTERPRISE,TIER_1_STRATEGIC,444972.0,FULFILLED,,2025-10-22
PO-DIST-1377,2025-10-10,NA-West,DIST-MOUNTAIN-PARTS,TIER_2_REGIONAL,139665.0,FULFILLED,,2025-10-27
PO-DIST-1378,2025-10-13,NA-East,DIST-APEX-EAST,TIER_1_STRATEGIC,219079.0,FULFILLED,,2025-10-23
PO-DIST-1379,2025-10-13,NA-East,DIST-MIDATL-SUPPLY,TIER_1_STRATEGIC,414085.0,FULFILLED,,2025-10-24
PO-DIST-1380,2025-10-13,NA-East,DIST-EMPIRE-IND,TIER_1_STRATEGIC,242145.0,FULFILLED,,2025-10-31
PO-DIST-1381,2025-10-13,NA-East,DIST-SUNBELT-PARTS,TIER_2_REGIONAL,151741.0,FULFILLED,,2025-11-01
PO-DIST-1382,2025-10-13,NA-Central,DIST-MIDWEST-DIRECT,TIER_1_STRATEGIC,449126.0,FULFILLED,,2025-10-27
PO-DIST-1383,2025-10-13,NA-Central,DIST-GREATLAKES-SUPPLY,TIER_2_REGIONAL,74129.0,FULFILLED,,2025-10-31
