snapshot_id,snapshot_date,dc_location,region,sku_id,on_hand_units,available_units,required_demand_units,availability_percentage,stockout_status,reorder_in_transit_units
INV-SNAP-11162,2025-08-08,Reno-DC-01,NA-West,SKU-4410,3146,2724,2823,96.49,false,5000
INV-SNAP-11163,2025-08-08,Reno-DC-01,NA-West,SKU-5520,3197,2681,2738,97.92,false,1500
INV-SNAP-11164,2025-08-08,Reno-DC-01,NA-West,SKU-9930,3901,3269,3351,97.55,false,0
INV-SNAP-11165,2025-08-08,Reno-DC-01,NA-West,SKU-2205,3650,3216,3289,97.78,false,5000
INV-SNAP-11166,2025-08-08,Seattle-DC-02,NA-West,SKU-8821,3252,2835,2905,97.59,false,5000
INV-SNAP-11167,2025-08-08,Seattle-DC-02,NA-West,SKU-4410,2782,2467,2612,94.45,false,0
INV-SNAP-11168,2025-08-08,Seattle-DC-02,NA-West,SKU-5520,3948,3279,3359,97.62,false,5000
INV-SNAP-11169,2025-08-08,Seattle-DC-02,NA-West,SKU-9930,3666,3081,3169,97.22,false,0
INV-SNAP-11170,2025-08-08,Seattle-DC-02,NA-West,SKU-2205,3561,3015,3099,97.29,false,5000
INV-SNAP-11171,2025-08-09,Atlanta-DC-01,NA-East,SKU-8821,3395,2994,3140,95.35,false,3000
INV-SNAP-11172,2025-08-09,Atlanta-DC-01,NA-East,SKU-4410,3286,2807,2897,96.89,false,1500
INV-SNAP-11173,2025-08-09,Atlanta-DC-01,NA-East,SKU-5520,3575,3163,3294,96.02,false,5000
INV-SNAP-11174,2025-08-09,Atlanta-DC-01,NA-East,SKU-9930,3624,2977,3066,97.1,false,0
INV-SNAP-11175,2025-08-09,Atlanta-DC-01,NA-East,SKU-2205,3214,2535,2675,94.77,false,0
INV-SNAP-11176,2025-08-09,Charlotte-DC-02,NA-East,SKU-8821,3260,2852,3008,94.81,false,0
INV-SNAP-11177,2025-08-09,Charlotte-DC-02,NA-East,SKU-4410,3220,2909,3092,94.08,false,3000
INV-SNAP-11178,2025-08-09,Charlotte-DC-02,NA-East,SKU-5520,3439,2770,2920,94.86,false,0
INV-SNAP-11179,2025-08-09,Charlotte-DC-02,NA-East,SKU-9930,3268,2911,2983,97.59,false,0
INV-SNAP-11180,2025-08-09,Charlotte-DC-02,NA-East,SKU-2205,3591,2919,3004,97.17,false,1500
INV-SNAP-11181,2025-08-09,Chicago-DC-01,NA-Central,SKU-8821,3599,3152,3276,96.21,false,5000
INV-SNAP-11182,2025-08-09,Chicago-DC-01,NA-Central,SKU-4410,3278,2858,2962,96.49,false,5000
INV-SNAP-11183,2025-08-09,Chicago-DC-01,NA-Central,SKU-5520,3306,2883,3022,95.4,false,1500
INV-SNAP-11184,2025-08-09,Chicago-DC-01,NA-Central,SKU-9930,3116,2484,2613,95.06,false,1500
INV-SNAP-11185,2025-08-09,Chicago-DC-01,NA-Central,SKU-2205,2950,2649,2728,97.1,false,5000
INV-SNAP-11186,2025-08-09,Dallas-DC-02,NA-Central,SKU-8821,3093,2698,2772,97.33,false,5000
INV-SNAP-11187,2025-08-09,Dallas-DC-02,NA-Central,SKU-4410,3275,2664,2731,97.55,false,5000
INV-SNAP-11188,2025-08-09,Dallas-DC-02,NA-Central,SKU-5520,3147,2583,2733,94.51,false,5000
INV-SNAP-11189,2025-08-09,Dallas-DC-02,NA-Central,SKU-9930,3515,2906,3075,94.5,false,0
INV-SNAP-11190,2025-08-09,Dallas-DC-02,NA-Central,SKU-2205,3402,2736,2909,94.05,false,0
INV-SNAP-11191,2025-08-09,Reno-DC-01,NA-West,SKU-8821,3259,2924,3100,94.32,false,3000
INV-SNAP-11192,2025-08-09,Reno-DC-01,NA-West,SKU-4410,3115,2506,2603,96.27,false,1500
INV-SNAP-11193,2025-08-09,Reno-DC-01,NA-West,SKU-5520,3772,3178,3245,97.94,false,3000
INV-SNAP-11194,2025-08-09,Reno-DC-01,NA-West,SKU-9930,3780,3241,3397,95.41,false,5000
INV-SNAP-11195,2025-08-09,Reno-DC-01,NA-West,SKU-2205,3499,3059,3170,96.5,false,3000
INV-SNAP-11196,2025-08-09,Seattle-DC-02,NA-West,SKU-8821,3882,3237,3358,96.4,false,3000
INV-SNAP-11197,2025-08-09,Seattle-DC-02,NA-West,SKU-4410,3569,3043,3136,97.03,false,0
INV-SNAP-11198,2025-08-09,Seattle-DC-02,NA-West,SKU-5520,2917,2598,2665,97.49,false,1500
INV-SNAP-11199,2025-08-09,Seattle-DC-02,NA-West,SKU-9930,3132,2758,2827,97.56,false,1500
INV-SNAP-11200,2025-08-09,Seattle-DC-02,NA-West,SKU-2205,3689,3021,3174,95.18,false,3000
INV-SNAP-11201,2025-08-10,Atlanta-DC-01,NA-East,SKU-8821,3076,2627,2770,94.84,false,0
INV-SNAP-11202,2025-08-10,Atlanta-DC-01,NA-East,SKU-4410,3528,3181,3354,94.84,false,1500
INV-SNAP-11203,2025-08-10,Atlanta-DC-01,NA-East,SKU-5520,3721,3304,3389,97.49,false,1500
INV-SNAP-11204,2025-08-10,Atlanta-DC-01,NA-East,SKU-9930,3930,3299,3383,97.52,false,0
INV-SNAP-11205,2025-08-10,Atlanta-DC-01,NA-East,SKU-2205,2953,2569,2651,96.91,false,3000
INV-SNAP-11206,2025-08-10,Charlotte-DC-02,NA-East,SKU-8821,3487,3090,3236,95.49,false,3000
INV-SNAP-11207,2025-08-10,Charlotte-DC-02,NA-East,SKU-4410,3182,2533,2629,96.35,false,1500
INV-SNAP-11208,2025-08-10,Charlotte-DC-02,NA-East,SKU-5520,3086,2535,2601,97.46,false,3000
INV-SNAP-11209,2025-08-10,Charlotte-DC-02,NA-East,SKU-9930,3377,3065,3257,94.11,false,1500
INV-SNAP-11210,2025-08-10,Charlotte-DC-02,NA-East,SKU-2205,3557,3232,3388,95.4,false,5000
INV-SNAP-11211,2025-08-10,Chicago-DC-01,NA-Central,SKU-8821,2997,2496,2620,95.27,false,1500
INV-SNAP-11212,2025-08-10,Chicago-DC-01,NA-Central,SKU-4410,3547,3026,3208,94.33,false,1500
INV-SNAP-11213,2025-08-10,Chicago-DC-01,NA-Central,SKU-5520,2938,2524,2607,96.82,false,5000
INV-SNAP-11214,2025-08-10,Chicago-DC-01,NA-Central,SKU-9930,3661,3092,3253,95.05,false,0
INV-SNAP-11215,2025-08-10,Chicago-DC-01,NA-Central,SKU-2205,3494,2942,3091,95.18,false,3000
INV-SNAP-11216,2025-08-10,Dallas-DC-02,NA-Central,SKU-8821,3199,2719,2851,95.37,false,0
INV-SNAP-11217,2025-08-10,Dallas-DC-02,NA-Central,SKU-4410,3602,3053,3230,94.52,false,5000
INV-SNAP-11218,2025-08-10,Dallas-DC-02,NA-Central,SKU-5520,3519,2843,3023,94.05,false,1500
INV-SNAP-11219,2025-08-10,Dallas-DC-02,NA-Central,SKU-9930,3473,3056,3200,95.5,false,5000
INV-SNAP-11220,2025-08-10,Dallas-DC-02,NA-Central,SKU-2205,3765,3231,3391,95.28,false,1500
INV-SNAP-11221,2025-08-10,Reno-DC-01,NA-West,SKU-8821,3652,3155,3272,96.42,false,1500
INV-SNAP-11222,2025-08-10,Reno-DC-01,NA-West,SKU-4410,3324,2979,3097,96.19,false,3000
INV-SNAP-11223,2025-08-10,Reno-DC-01,NA-West,SKU-5520,3001,2697,2837,95.07,false,0
INV-SNAP-11224,2025-08-10,Reno-DC-01,NA-West,SKU-9930,3207,2706,2836,95.42,false,5000
INV-SNAP-11225,2025-08-10,Reno-DC-01,NA-West,SKU-2205,3502,3044,3230,94.24,false,3000
INV-SNAP-11226,2025-08-10,Seattle-DC-02,NA-West,SKU-8821,3092,2778,2854,97.34,false,0
INV-SNAP-11227,2025-08-10,Seattle-DC-02,NA-West,SKU-4410,3192,2605,2704,96.34,false,1500
INV-SNAP-11228,2025-08-10,Seattle-DC-02,NA-West,SKU-5520,3530,2917,3082,94.65,false,3000
INV-SNAP-11229,2025-08-10,Seattle-DC-02,NA-West,SKU-9930,3284,2881,2976,96.81,false,1500
INV-SNAP-11230,2025-08-10,Seattle-DC-02,NA-West,SKU-2205,3750,3150,3337,94.4,false,5000
INV-SNAP-11231,2025-08-11,Atlanta-DC-01,NA-East,SKU-8821,3194,2750,2861,96.12,false,1500
INV-SNAP-11232,2025-08-11,Atlanta-DC-01,NA-East,SKU-4410,2911,2498,2612,95.64,false,3000
INV-SNAP-11233,2025-08-11,Atlanta-DC-01,NA-East,SKU-5520,3528,2949,3113,94.73,false,0
INV-SNAP-11234,2025-08-11,Atlanta-DC-01,NA-East,SKU-9930,3589,3212,3396,94.58,false,3000
INV-SNAP-11235,2025-08-11,Atlanta-DC-01,NA-East,SKU-2205,3626,3180,3377,94.17,false,0
INV-SNAP-11236,2025-08-11,Charlotte-DC-02,NA-East,SKU-8821,3697,3114,3257,95.61,false,0
INV-SNAP-11237,2025-08-11,Charlotte-DC-02,NA-East,SKU-4410,3699,3211,3316,96.83,false,3000
INV-SNAP-11238,2025-08-11,Charlotte-DC-02,NA-East,SKU-5520,3357,2813,2960,95.03,false,5000
INV-SNAP-11239,2025-08-11,Charlotte-DC-02,NA-East,SKU-9930,2934,2565,2632,97.45,false,1500
INV-SNAP-11240,2025-08-11,Charlotte-DC-02,NA-East,SKU-2205,3175,2561,2723,94.05,false,5000
INV-SNAP-11241,2025-08-11,Chicago-DC-01,NA-Central,SKU-8821,3462,2882,2975,96.87,false,0
INV-SNAP-11242,2025-08-11,Chicago-DC-01,NA-Central,SKU-4410,3636,3218,3400,94.65,false,3000
INV-SNAP-11243,2025-08-11,Chicago-DC-01,NA-Central,SKU-5520,3471,3167,3283,96.47,false,3000
INV-SNAP-11244,2025-08-11,Chicago-DC-01,NA-Central,SKU-9930,3194,2618,2738,95.62,false,0
INV-SNAP-11245,2025-08-11,Chicago-DC-01,NA-Central,SKU-2205,3813,3231,3310,97.61,false,0
INV-SNAP-11246,2025-08-11,Dallas-DC-02,NA-Central,SKU-8821,3046,2547,2671,95.36,false,1500
INV-SNAP-11247,2025-08-11,Dallas-DC-02,NA-Central,SKU-4410,3109,2736,2808,97.44,false,5000
INV-SNAP-11248,2025-08-11,Dallas-DC-02,NA-Central,SKU-5520,3147,2753,2876,95.72,false,3000
INV-SNAP-11249,2025-08-11,Dallas-DC-02,NA-Central,SKU-9930,3262,2900,3039,95.43,false,3000
INV-SNAP-11250,2025-08-11,Dallas-DC-02,NA-Central,SKU-2205,3237,2872,2973,96.6,false,5000
INV-SNAP-11251,2025-08-11,Reno-DC-01,NA-West,SKU-8821,3081,2738,2834,96.61,false,3000
INV-SNAP-11252,2025-08-11,Reno-DC-01,NA-West,SKU-4410,3614,2962,3091,95.83,false,1500
INV-SNAP-11253,2025-08-11,Reno-DC-01,NA-West,SKU-5520,3633,3029,3162,95.79,false,3000
INV-SNAP-11254,2025-08-11,Reno-DC-01,NA-West,SKU-9930,3641,3161,3298,95.85,false,1500
INV-SNAP-11255,2025-08-11,Reno-DC-01,NA-West,SKU-2205,3560,3118,3192,97.68,false,3000
INV-SNAP-11256,2025-08-11,Seattle-DC-02,NA-West,SKU-8821,3321,2860,2986,95.78,false,0
INV-SNAP-11257,2025-08-11,Seattle-DC-02,NA-West,SKU-4410,3328,2667,2831,94.21,false,5000
INV-SNAP-11258,2025-08-11,Seattle-DC-02,NA-West,SKU-5520,3597,3042,3112,97.75,false,3000
INV-SNAP-11259,2025-08-11,Seattle-DC-02,NA-West,SKU-9930,3862,3206,3351,95.67,false,0
INV-SNAP-11260,2025-08-11,Seattle-DC-02,NA-West,SKU-2205,3594,2915,3101,94.0,false,3000
INV-SNAP-11261,2025-08-12,Atlanta-DC-01,NA-East,SKU-8821,2923,2545,2664,95.53,false,1500
INV-SNAP-11262,2025-08-12,Atlanta-DC-01,NA-East,SKU-4410,3502,3175,3251,97.66,false,5000
INV-SNAP-11263,2025-08-12,Atlanta-DC-01,NA-East,SKU-5520,2900,2545,2623,97.03,false,5000
INV-SNAP-11264,2025-08-12,Atlanta-DC-01,NA-East,SKU-9930,3127,2567,2626,97.75,false,5000
INV-SNAP-11265,2025-08-12,Atlanta-DC-01,NA-East,SKU-2205,2951,2577,2654,97.1,false,1500
INV-SNAP-11266,2025-08-12,Charlotte-DC-02,NA-East,SKU-8821,3474,2853,2965,96.22,false,5000
INV-SNAP-11267,2025-08-12,Charlotte-DC-02,NA-East,SKU-4410,3519,2942,3122,94.23,false,0
INV-SNAP-11268,2025-08-12,Charlotte-DC-02,NA-East,SKU-5520,3447,2994,3148,95.11,false,0
INV-SNAP-11269,2025-08-12,Charlotte-DC-02,NA-East,SKU-9930,3481,3013,3154,95.53,false,3000
INV-SNAP-11270,2025-08-12,Charlotte-DC-02,NA-East,SKU-2205,3168,2776,2868,96.79,false,0
INV-SNAP-11271,2025-08-12,Chicago-DC-01,NA-Central,SKU-8821,3427,2821,2883,97.85,false,1500
INV-SNAP-11272,2025-08-12,Chicago-DC-01,NA-Central,SKU-4410,3508,2891,3021,95.7,false,0
INV-SNAP-11273,2025-08-12,Chicago-DC-01,NA-Central,SKU-5520,2999,2607,2684,97.13,false,1500
INV-SNAP-11274,2025-08-12,Chicago-DC-01,NA-Central,SKU-9930,3591,3210,3348,95.88,false,0
INV-SNAP-11275,2025-08-12,Chicago-DC-01,NA-Central,SKU-2205,3920,3268,3359,97.29,false,3000
INV-SNAP-11276,2025-08-12,Dallas-DC-02,NA-Central,SKU-8821,3128,2564,2679,95.71,false,5000
INV-SNAP-11277,2025-08-12,Dallas-DC-02,NA-Central,SKU-4410,3305,2668,2746,97.16,false,1500
INV-SNAP-11278,2025-08-12,Dallas-DC-02,NA-Central,SKU-5520,3584,3064,3194,95.93,false,5000
INV-SNAP-11279,2025-08-12,Dallas-DC-02,NA-Central,SKU-9930,3679,3190,3336,95.62,false,5000
INV-SNAP-11280,2025-08-12,Dallas-DC-02,NA-Central,SKU-2205,3677,3093,3198,96.72,false,3000
INV-SNAP-11281,2025-08-12,Reno-DC-01,NA-West,SKU-8821,3420,2879,3006,95.78,false,1500
INV-SNAP-11282,2025-08-12,Reno-DC-01,NA-West,SKU-4410,3774,3104,3256,95.33,false,3000
INV-SNAP-11283,2025-08-12,Reno-DC-01,NA-West,SKU-5520,3321,2980,3055,97.55,false,0
INV-SNAP-11284,2025-08-12,Reno-DC-01,NA-West,SKU-9930,3722,3278,3388,96.75,false,5000
INV-SNAP-11285,2025-08-12,Reno-DC-01,NA-West,SKU-2205,3730,3203,3333,96.1,false,0
INV-SNAP-11286,2025-08-12,Seattle-DC-02,NA-West,SKU-8821,3025,2481,2618,94.77,false,5000
INV-SNAP-11287,2025-08-12,Seattle-DC-02,NA-West,SKU-4410,3610,3083,3244,95.04,false,5000
INV-SNAP-11288,2025-08-12,Seattle-DC-02,NA-West,SKU-5520,3201,2675,2756,97.06,false,5000
INV-SNAP-11289,2025-08-12,Seattle-DC-02,NA-West,SKU-9930,3656,3159,3338,94.64,false,1500
INV-SNAP-11290,2025-08-12,Seattle-DC-02,NA-West,SKU-2205,3526,3193,3364,94.92,false,0
INV-SNAP-11291,2025-08-13,Atlanta-DC-01,NA-East,SKU-8821,3138,2814,2944,95.58,false,1500
INV-SNAP-11292,2025-08-13,Atlanta-DC-01,NA-East,SKU-4410,3581,2924,3094,94.51,false,5000
INV-SNAP-11293,2025-08-13,Atlanta-DC-01,NA-East,SKU-5520,3748,3173,3245,97.78,false,1500
INV-SNAP-11294,2025-08-13,Atlanta-DC-01,NA-East,SKU-9930,3267,2645,2758,95.9,false,0
INV-SNAP-11295,2025-08-13,Atlanta-DC-01,NA-East,SKU-2205,3608,3099,3201,96.81,false,3000
INV-SNAP-11296,2025-08-13,Charlotte-DC-02,NA-East,SKU-8821,3052,2627,2785,94.33,false,3000
INV-SNAP-11297,2025-08-13,Charlotte-DC-02,NA-East,SKU-4410,3840,3233,3399,95.12,false,1500
INV-SNAP-11298,2025-08-13,Charlotte-DC-02,NA-East,SKU-5520,3668,3246,3350,96.9,false,0
INV-SNAP-11299,2025-08-13,Charlotte-DC-02,NA-East,SKU-9930,3782,3133,3293,95.14,false,0
INV-SNAP-11300,2025-08-13,Charlotte-DC-02,NA-East,SKU-2205,3021,2542,2685,94.67,false,3000
INV-SNAP-11301,2025-08-13,Chicago-DC-01,NA-Central,SKU-8821,3417,2987,3133,95.34,false,1500
INV-SNAP-11302,2025-08-13,Chicago-DC-01,NA-Central,SKU-4410,3941,3291,3395,96.94,false,3000
INV-SNAP-11303,2025-08-13,Chicago-DC-01,NA-Central,SKU-5520,2991,2580,2720,94.85,false,3000
INV-SNAP-11304,2025-08-13,Chicago-DC-01,NA-Central,SKU-9930,3336,3008,3154,95.37,false,1500
INV-SNAP-11305,2025-08-13,Chicago-DC-01,NA-Central,SKU-2205,3678,3069,3139,97.77,false,5000
INV-SNAP-11306,2025-08-13,Dallas-DC-02,NA-Central,SKU-8821,3791,3313,3384,97.9,false,1500
INV-SNAP-11307,2025-08-13,Dallas-DC-02,NA-Central,SKU-4410,3184,2530,2670,94.76,false,0
INV-SNAP-11308,2025-08-13,Dallas-DC-02,NA-Central,SKU-5520,3694,3239,3394,95.43,false,0
INV-SNAP-11309,2025-08-13,Dallas-DC-02,NA-Central,SKU-9930,3841,3263,3369,96.85,false,1500
INV-SNAP-11310,2025-08-13,Dallas-DC-02,NA-Central,SKU-2205,3066,2689,2792,96.31,false,3000
INV-SNAP-11311,2025-08-13,Reno-DC-01,NA-West,SKU-8821,3354,2985,3129,95.4,false,1500
INV-SNAP-11312,2025-08-13,Reno-DC-01,NA-West,SKU-4410,3449,2921,3053,95.68,false,0
INV-SNAP-11313,2025-08-13,Reno-DC-01,NA-West,SKU-5520,3486,2941,3093,95.09,false,0
INV-SNAP-11314,2025-08-13,Reno-DC-01,NA-West,SKU-9930,3343,2841,3005,94.54,false,3000
INV-SNAP-11315,2025-08-13,Reno-DC-01,NA-West,SKU-2205,3725,3096,3227,95.94,false,0
INV-SNAP-11316,2025-08-13,Seattle-DC-02,NA-West,SKU-8821,2937,2570,2647,97.09,false,1500
INV-SNAP-11317,2025-08-13,Seattle-DC-02,NA-West,SKU-4410,3209,2765,2919,94.72,false,1500
INV-SNAP-11318,2025-08-13,Seattle-DC-02,NA-West,SKU-5520,3146,2612,2671,97.79,false,5000
INV-SNAP-11319,2025-08-13,Seattle-DC-02,NA-West,SKU-9930,3788,3106,3201,97.03,false,1500
INV-SNAP-11320,2025-08-13,Seattle-DC-02,NA-West,SKU-2205,2887,2569,2681,95.82,false,0
INV-SNAP-11321,2025-08-14,Atlanta-DC-01,NA-East,SKU-8821,3446,2828,2973,95.12,false,1500
INV-SNAP-11322,2025-08-14,Atlanta-DC-01,NA-East,SKU-4410,3244,2896,3002,96.47,false,0
INV-SNAP-11323,2025-08-14,Atlanta-DC-01,NA-East,SKU-5520,3237,2691,2763,97.39,false,5000
INV-SNAP-11324,2025-08-14,Atlanta-DC-01,NA-East,SKU-9930,3245,2670,2774,96.25,false,0
INV-SNAP-11325,2025-08-14,Atlanta-DC-01,NA-East,SKU-2205,3435,2739,2895,94.61,false,0
INV-SNAP-11326,2025-08-14,Charlotte-DC-02,NA-East,SKU-8821,2843,2497,2635,94.76,false,3000
INV-SNAP-11327,2025-08-14,Charlotte-DC-02,NA-East,SKU-4410,3482,2795,2959,94.46,false,1500
INV-SNAP-11328,2025-08-14,Charlotte-DC-02,NA-East,SKU-5520,3611,3044,3222,94.48,false,5000
INV-SNAP-11329,2025-08-14,Charlotte-DC-02,NA-East,SKU-9930,3520,2886,3026,95.37,false,1500
INV-SNAP-11330,2025-08-14,Charlotte-DC-02,NA-East,SKU-2205,3297,2874,3011,95.45,false,0
INV-SNAP-11331,2025-08-14,Chicago-DC-01,NA-Central,SKU-8821,3525,2883,3032,95.09,false,5000
INV-SNAP-11332,2025-08-14,Chicago-DC-01,NA-Central,SKU-4410,3337,2892,2995,96.56,false,3000
INV-SNAP-11333,2025-08-14,Chicago-DC-01,NA-Central,SKU-5520,3723,3225,3377,95.5,false,3000
INV-SNAP-11334,2025-08-14,Chicago-DC-01,NA-Central,SKU-9930,2926,2545,2605,97.7,false,5000
INV-SNAP-11335,2025-08-14,Chicago-DC-01,NA-Central,SKU-2205,3657,2970,3130,94.89,false,3000
INV-SNAP-11336,2025-08-14,Dallas-DC-02,NA-Central,SKU-8821,3766,3157,3246,97.26,false,5000
INV-SNAP-11337,2025-08-14,Dallas-DC-02,NA-Central,SKU-4410,3206,2666,2774,96.11,false,0
INV-SNAP-11338,2025-08-14,Dallas-DC-02,NA-Central,SKU-5520,3007,2604,2678,97.24,false,0
INV-SNAP-11339,2025-08-14,Dallas-DC-02,NA-Central,SKU-9930,3849,3155,3324,94.92,false,5000
INV-SNAP-11340,2025-08-14,Dallas-DC-02,NA-Central,SKU-2205,3252,2833,2895,97.86,false,1500
INV-SNAP-11341,2025-08-14,Reno-DC-01,NA-West,SKU-8821,3060,2688,2849,94.35,false,0
INV-SNAP-11342,2025-08-14,Reno-DC-01,NA-West,SKU-4410,3726,3203,3303,96.97,false,5000
INV-SNAP-11343,2025-08-14,Reno-DC-01,NA-West,SKU-5520,3725,3180,3338,95.27,false,3000
INV-SNAP-11344,2025-08-14,Reno-DC-01,NA-West,SKU-9930,3657,3065,3141,97.58,false,1500
INV-SNAP-11345,2025-08-14,Reno-DC-01,NA-West,SKU-2205,3794,3198,3363,95.09,false,0
INV-SNAP-11346,2025-08-14,Seattle-DC-02,NA-West,SKU-8821,3222,2902,3085,94.07,false,0
INV-SNAP-11347,2025-08-14,Seattle-DC-02,NA-West,SKU-4410,3720,3177,3348,94.89,false,1500
INV-SNAP-11348,2025-08-14,Seattle-DC-02,NA-West,SKU-5520,3622,3060,3201,95.6,false,0
INV-SNAP-11349,2025-08-14,Seattle-DC-02,NA-West,SKU-9930,3320,2784,2942,94.63,false,0
INV-SNAP-11350,2025-08-14,Seattle-DC-02,NA-West,SKU-2205,3352,2833,3008,94.18,false,5000
INV-SNAP-11351,2025-08-15,Atlanta-DC-01,NA-East,SKU-8821,3393,2788,2863,97.38,false,3000
INV-SNAP-11352,2025-08-15,Atlanta-DC-01,NA-East,SKU-4410,3187,2724,2814,96.8,false,0
INV-SNAP-11353,2025-08-15,Atlanta-DC-01,NA-East,SKU-5520,3625,2959,3092,95.7,false,5000
INV-SNAP-11354,2025-08-15,Atlanta-DC-01,NA-East,SKU-9930,3412,3106,3264,95.16,false,0
INV-SNAP-11355,2025-08-15,Atlanta-DC-01,NA-East,SKU-2205,3181,2859,2992,95.55,false,1500
INV-SNAP-11356,2025-08-15,Charlotte-DC-02,NA-East,SKU-8821,3305,2793,2952,94.61,false,3000
INV-SNAP-11357,2025-08-15,Charlotte-DC-02,NA-East,SKU-4410,3205,2762,2820,97.94,false,3000
INV-SNAP-11358,2025-08-15,Charlotte-DC-02,NA-East,SKU-5520,2948,2491,2639,94.39,false,3000
INV-SNAP-11359,2025-08-15,Charlotte-DC-02,NA-East,SKU-9930,3070,2732,2871,95.16,false,3000
INV-SNAP-11360,2025-08-15,Charlotte-DC-02,NA-East,SKU-2205,3346,2714,2849,95.26,false,1500
INV-SNAP-11361,2025-08-15,Chicago-DC-01,NA-Central,SKU-8821,3183,2704,2785,97.09,false,1500
INV-SNAP-11362,2025-08-15,Chicago-DC-01,NA-Central,SKU-4410,3355,2820,2951,95.56,false,1500
INV-SNAP-11363,2025-08-15,Chicago-DC-01,NA-Central,SKU-5520,3031,2701,2810,96.12,false,1500
INV-SNAP-11364,2025-08-15,Chicago-DC-01,NA-Central,SKU-9930,3487,2871,2992,95.96,false,0
INV-SNAP-11365,2025-08-15,Chicago-DC-01,NA-Central,SKU-2205,3747,3058,3215,95.12,false,0
INV-SNAP-11366,2025-08-15,Dallas-DC-02,NA-Central,SKU-8821,3051,2746,2813,97.62,false,0
INV-SNAP-11367,2025-08-15,Dallas-DC-02,NA-Central,SKU-4410,3299,2838,3006,94.41,false,1500
INV-SNAP-11368,2025-08-15,Dallas-DC-02,NA-Central,SKU-5520,3720,3020,3210,94.08,false,3000
INV-SNAP-11369,2025-08-15,Dallas-DC-02,NA-Central,SKU-9930,3505,2862,3012,95.02,false,0
INV-SNAP-11370,2025-08-15,Dallas-DC-02,NA-Central,SKU-2205,3111,2754,2869,95.99,false,5000
INV-SNAP-11371,2025-08-15,Reno-DC-01,NA-West,SKU-8821,3702,3156,3275,96.37,false,5000
INV-SNAP-11372,2025-08-15,Reno-DC-01,NA-West,SKU-4410,3093,2739,2847,96.21,false,1500
INV-SNAP-11373,2025-08-15,Reno-DC-01,NA-West,SKU-5520,3122,2504,2658,94.21,false,1500
INV-SNAP-11374,2025-08-15,Reno-DC-01,NA-West,SKU-9930,3246,2577,2710,95.09,false,0
INV-SNAP-11375,2025-08-15,Reno-DC-01,NA-West,SKU-2205,3459,2964,3138,94.46,false,1500
INV-SNAP-11376,2025-08-15,Seattle-DC-02,NA-West,SKU-8821,3682,3089,3168,97.51,false,3000
INV-SNAP-11377,2025-08-15,Seattle-DC-02,NA-West,SKU-4410,3391,2993,3123,95.84,false,3000
INV-SNAP-11378,2025-08-15,Seattle-DC-02,NA-West,SKU-5520,3552,3121,3228,96.69,false,1500
INV-SNAP-11379,2025-08-15,Seattle-DC-02,NA-West,SKU-9930,3410,2895,3000,96.5,false,0
INV-SNAP-11380,2025-08-15,Seattle-DC-02,NA-West,SKU-2205,3573,3055,3249,94.03,false,0
INV-SNAP-11381,2025-08-16,Atlanta-DC-01,NA-East,SKU-8821,3138,2572,2636,97.57,false,1500
INV-SNAP-11382,2025-08-16,Atlanta-DC-01,NA-East,SKU-4410,3956,3266,3344,97.67,false,1500
INV-SNAP-11383,2025-08-16,Atlanta-DC-01,NA-East,SKU-5520,3308,2646,2751,96.18,false,1500
INV-SNAP-11384,2025-08-16,Atlanta-DC-01,NA-East,SKU-9930,3037,2629,2769,94.94,false,1500
INV-SNAP-11385,2025-08-16,Atlanta-DC-01,NA-East,SKU-2205,3478,2924,3069,95.28,false,3000
INV-SNAP-11386,2025-08-16,Charlotte-DC-02,NA-East,SKU-8821,3120,2650,2739,96.75,false,5000
INV-SNAP-11387,2025-08-16,Charlotte-DC-02,NA-East,SKU-4410,3591,3129,3226,96.99,false,1500
INV-SNAP-11388,2025-08-16,Charlotte-DC-02,NA-East,SKU-5520,3192,2570,2628,97.79,false,0
INV-SNAP-11389,2025-08-16,Charlotte-DC-02,NA-East,SKU-9930,3487,2978,3148,94.6,false,5000
INV-SNAP-11390,2025-08-16,Charlotte-DC-02,NA-East,SKU-2205,3777,3083,3231,95.42,false,5000
INV-SNAP-11391,2025-08-16,Chicago-DC-01,NA-Central,SKU-8821,3589,2917,3051,95.61,false,5000
INV-SNAP-11392,2025-08-16,Chicago-DC-01,NA-Central,SKU-4410,3959,3259,3389,96.16,false,5000
INV-SNAP-11393,2025-08-16,Chicago-DC-01,NA-Central,SKU-5520,3249,2944,3116,94.48,false,5000
INV-SNAP-11394,2025-08-16,Chicago-DC-01,NA-Central,SKU-9930,3595,3038,3124,97.25,false,3000
INV-SNAP-11395,2025-08-16,Chicago-DC-01,NA-Central,SKU-2205,2980,2660,2815,94.49,false,5000
INV-SNAP-11396,2025-08-16,Dallas-DC-02,NA-Central,SKU-8821,3462,2846,3001,94.84,false,5000
INV-SNAP-11397,2025-08-16,Dallas-DC-02,NA-Central,SKU-4410,3401,2825,2942,96.02,false,5000
INV-SNAP-11398,2025-08-16,Dallas-DC-02,NA-Central,SKU-5520,3413,2857,2984,95.74,false,3000
INV-SNAP-11399,2025-08-16,Dallas-DC-02,NA-Central,SKU-9930,3868,3241,3391,95.58,false,1500
INV-SNAP-11400,2025-08-16,Dallas-DC-02,NA-Central,SKU-2205,3129,2539,2618,96.98,false,5000
